,LOC,DATE,PER,ORG
bam,0.927363932132721,0.9625113606452942,0.9701836109161377,0.8905369639396667
bbj,0.827312171459198,0.8816059231758118,0.9658700227737427,0.9429908394813538
ewe,0.9434366226196289,0.7797645330429077,0.9576328992843628,0.9674802422523499
fon,0.9078717827796936,0.9196677207946777,0.9531913995742798,0.9643664360046387
hau,0.8938337564468384,0.9608476161956787,0.9671621918678284,0.9650501012802124
ibo,0.8864334225654602,0.9675423502922058,0.973380446434021,0.9683388471603394
kin,0.9557867646217346,0.9690496921539307,0.9674157500267029,0.9640902280807495
lug,0.9661740660667419,0.9340614080429077,0.9508343935012817,0.9667090177536011
luo,0.9625431299209595,0.9570534229278564,0.9594530463218689,0.966854453086853
mos,0.8975361585617065,0.8636434078216553,0.9593954086303711,0.960195004940033
nya,0.9055187106132507,0.9519762992858887,0.9801424145698547,0.9546846747398376
pcm,0.9550435543060303,0.7824797034263611,0.9743120670318604,0.9299787878990173
sna,0.8789291977882385,0.9701816439628601,0.9581696391105652,0.9472711682319641
swa,0.9627516865730286,0.9077966213226318,0.9522590041160583,0.9202011227607727
tsn,0.9431267380714417,0.9624865055084229,0.964996337890625,0.9540546536445618
twi,0.9655261039733887,0.9444547891616821,0.9768261313438416,0.9762158393859863
wol,0.8806944489479065,0.942366898059845,0.9712643623352051,0.9578784108161926
xho,0.8561593294143677,0.9263569116592407,0.9271942973136902,0.945946455001831
yor,0.8112258315086365,0.9056801795959473,0.903448224067688,0.9432350993156433
zul,0.9190369248390198,0.9647344350814819,0.9359036087989807,0.9579334855079651
