,LOC,DATE,PER,ORG,Mean
twi,0.8909769654273987,,0.9483404755592346,0.9440648555755615,0.9277940988540649
kin,0.873907744884491,,0.9545941352844238,0.9213862419128418,0.9166293740272522
lug,0.892798900604248,,0.9219448566436768,0.9332342743873596,0.9159926772117615
ibo,0.8651480078697205,,0.9412888288497925,0.9227738380432129,0.9097368915875753
hau,0.8409310579299927,,0.9466727375984192,0.9266681671142578,0.9047573208808899
nya,0.8403115272521973,,0.9433929324150085,0.9160012006759644,0.8999018867810568
mos,0.8740063309669495,,0.9189823865890503,0.905585765838623,0.8995248277982076
sna,0.8324750661849976,,0.9415228366851807,0.9228742718696594,0.8989573915799459
wol,0.851270854473114,,0.9277427196502686,0.9172875285148621,0.8987670342127482
tsn,0.848177969455719,,0.9282153844833374,0.911779522895813,0.8960576256116232
ewe,0.8542956709861755,,0.9036250710487366,0.907167911529541,0.8883628845214844
fon,0.8484765291213989,,0.9066600203514099,0.9047101140022278,0.8866155544916788
luo,0.8979999423027039,,0.9216733574867249,0.8390104174613953,0.8862279057502747
zul,0.8205239176750183,,0.8924837112426758,0.9196799993515015,0.8775625427563986
pcm,0.8370518684387207,,0.9266894459724426,0.852837324142456,0.8721928795178732
bam,0.8705042004585266,,0.9327971935272217,0.8018003702163696,0.8683672547340393
xho,0.7988889813423157,,0.8487663269042969,0.9101141691207886,0.8525898257891337
swa,0.8358412384986877,,0.8844888806343079,0.8348304033279419,0.8517201741536459
bbj,0.7397013902664185,,0.9175016283988953,0.8772514462471008,0.8448181549708048
yor,0.6948556303977966,,0.871775209903717,0.8842857480049133,0.8169721961021423
