,PER,ORG,LOC,DATE,Mean
lug,0.9527032375335693,0.9636971950531006,,,0.958200216293335
twi,0.9707620739936829,0.9708728790283203,0.9244666695594788,,0.9553672075271606
kin,0.9725548028945923,0.9590990543365479,0.9188065528869629,,0.9501534700393677
luo,0.9603633284568787,0.931632936000824,,,0.9459981322288513
hau,0.9690162539482117,0.9632862210273743,0.9030135273933411,,0.9451053341229757
nya,0.9738517999649048,0.9549679756164551,0.9050467014312744,,0.9446221590042114
mos,0.9509009122848511,0.9543043375015259,0.9184584617614746,,0.9412212371826172
sna,0.9645616412162781,0.9551510810852051,0.9029055833816528,,0.9408727685610453
ibo,,0.9600223302841187,0.916307270526886,,0.9381648004055023
fon,0.9466787576675415,0.9496217370033264,0.908859133720398,,0.9350532094637553
zul,0.9475796818733215,0.9601463079452515,0.8955080509185791,,0.934411346912384
wol,0.962544858455658,0.9401585459709167,0.8952500820159912,,0.932651162147522
pcm,0.9602153301239014,0.9203647971153259,0.9079465866088867,,0.929508904616038
swa,0.9491381645202637,0.9205055236816406,0.9123034477233887,,0.9273157119750977
ewe,0.9491605758666992,0.9465221762657166,0.8862615823745728,,0.9273147781689962
tsn,,0.9499647617340088,0.9027676582336426,,0.9263662099838257
bbj,0.9549515247344971,0.9401875734329224,0.8499500155448914,,0.9150297045707703
xho,0.9153839349746704,0.9364839196205139,0.8856909871101379,,0.912519613901774
bam,0.944886326789856,0.8690627217292786,0.9198570251464844,,0.9112686912218729
yor,,0.9366095066070557,0.815362274646759,,0.8759858906269073
