,PER,LOC,DATE,ORG
bam,0.9635496139526367,0.9547013640403748,0.9586348533630371,0.9419977068901062
bbj,0.9704993367195129,0.9181410670280457,0.9450650215148926,0.9728838801383972
ewe,0.9662811756134033,0.965976357460022,0.9367066621780396,0.9836623668670654
fon,0.9710900783538818,0.9410545825958252,0.9492051601409912,0.9790425300598145
hau,0.9638040661811829,0.9321413040161133,0.9315018653869629,0.9729370474815369
ibo,0.9694947004318237,0.9396805763244629,0.9706462621688843,0.9813272356987
kin,0.9709534645080566,0.960392951965332,0.9594247937202454,0.9804196357727051
lug,0.9684357047080994,0.9724004864692688,0.9595372676849365,0.9701707363128662
luo,0.9685577750205994,0.9623711705207825,0.9560531973838806,0.9771895408630371
mos,0.9705970287322998,0.9415013790130615,0.9328732490539551,0.975754976272583
nya,0.978039562702179,0.9432940483093262,0.9546543955802917,0.9779258966445923
pcm,0.9797377586364746,0.958401620388031,0.896418571472168,0.9540538191795349
sna,0.9701753854751587,0.9551525712013245,0.9591412544250488,0.9747684001922607
swa,0.9737683534622192,0.9556738138198853,0.9017800688743591,0.9461688995361328
tsn,0.9778919816017151,0.963546872138977,0.9641162157058716,0.9775620102882385
twi,0.9765450954437256,0.9704338908195496,0.9575614333152771,0.9855683445930481
wol,0.9682129621505737,0.9458280205726624,0.9541081190109253,0.9711928367614746
xho,0.9525076746940613,0.9475929141044617,0.9489864110946655,0.9704158306121826
yor,0.9605514407157898,0.9114481210708618,0.9605041742324829,0.9666208028793335
zul,0.9688945412635803,0.9586300253868103,0.9540910124778748,0.9784224629402161
