,ORG,PER,LOC,DATE,Mean
sna,0.9998217225074768,0.9997251033782959,0.9996480941772461,,0.9997316400210062
swa,0.9996703267097473,0.9995439052581787,0.999763011932373,,0.9996590813000997
kin,0.9999071359634399,0.9993964433670044,0.9996691942214966,,0.9996575911839803
yor,0.9998993873596191,0.9992625117301941,0.9997031092643738,,0.9996216694513956
zul,0.9999397993087769,0.9990754723548889,0.9998472929000854,,0.9996208548545837
twi,0.999915599822998,0.9991915822029114,0.9996757507324219,,0.9995943109194437
pcm,0.9995124340057373,0.9994674324989319,0.999793291091919,,0.999591052532196
ibo,0.9998546838760376,0.9992713928222656,0.9996197819709778,,0.9995819528897604
tsn,0.9993994235992432,0.9995866417884827,0.9997526407241821,,0.9995795687039694
bam,0.9996987581253052,0.9991695880889893,0.9998540282249451,,0.9995741248130798
lug,0.9998792409896851,0.999691367149353,0.9989827871322632,,0.9995177984237671
fon,0.9998237490653992,0.9990372061729431,0.9996839165687561,,0.9995149572690328
bbj,0.9998829960823059,0.9989913105964661,0.9996642470359802,,0.9995128512382507
xho,0.999748170375824,0.998792290687561,0.9997906684875488,,0.9994437098503113
nya,0.9997529983520508,0.9996194839477539,0.998953640460968,,0.9994420409202576
luo,0.9996687769889832,0.9994612336158752,0.9991582036018372,,0.9994294047355652
wol,0.9992870092391968,0.9992915987968445,0.9995722770690918,,0.9993836283683777
mos,0.9998504519462585,0.9986745119094849,0.999608039855957,,0.9993776679039001
hau,0.9995586276054382,0.9988144636154175,0.9996882081031799,,0.9993537664413452
ewe,0.9997305274009705,0.9984877705574036,0.999825119972229,,0.9993478059768677
