,LOC,PER,DATE,ORG
bam,0.9630436301231384,0.8887784481048584,,0.924589216709137
bbj,0.907683253288269,0.9284624457359314,,0.9603621959686279
ewe,0.9317432045936584,0.9202301502227783,,0.9660289287567139
fon,0.9416375756263733,0.9119978547096252,,0.9739089608192444
hau,0.9327786564826965,0.9252551794052124,,0.967011570930481
ibo,0.9508833885192871,,,0.9706822633743286
kin,0.9481238126754761,0.9385586977005005,,0.971026599407196
lug,,0.9077824354171753,,0.9647645354270935
luo,,0.9324460029602051,,0.9568959474563599
mos,0.9399019479751587,0.8981629014015198,,0.9678051471710205
nya,0.9411859512329102,0.9314292669296265,,0.956946849822998
pcm,0.9680280089378357,0.9235754013061523,,0.9208287596702576
sna,0.9452450275421143,0.9278653860092163,,0.9500939846038818
swa,0.948562502861023,0.9278558492660522,,0.9482617378234863
tsn,0.9446369409561157,,,0.9556334018707275
twi,0.9465978741645813,0.9396284818649292,,0.976182222366333
wol,0.9312651753425598,0.937347948551178,,0.9392883777618408
xho,0.9221237301826477,0.9108303189277649,,0.9603195786476135
yor,0.8571637868881226,,,0.9589709043502808
zul,0.9294022917747498,0.9326232075691223,,0.96999591588974
