,ORG,LOC,PER,DATE,Mean
luo,0.9996740818023682,0.999752938747406,0.9995170831680298,,0.9996480345726013
twi,0.9997974038124084,0.9997542500495911,0.9990012645721436,,0.9995176394780477
kin,0.9998733997344971,0.9991946220397949,0.9993236064910889,,0.9994638760884603
swa,0.9991973638534546,0.9997435212135315,0.9992331862449646,,0.9993913571039835
bam,0.9992815852165222,0.9993742108345032,0.9995156526565552,,0.9993904829025269
lug,0.9992734789848328,0.99981689453125,0.9990806579589844,,0.9993903438250223
pcm,0.999112606048584,0.9995307326316833,0.9994954466819763,,0.9993795951207479
nya,0.9992983341217041,0.998954713344574,0.999718189239502,,0.9993237455685934
ibo,0.9996412396430969,0.9981242418289185,0.9995380640029907,,0.9991011818250021
hau,0.9994943737983704,0.9992270469665527,0.9982928037643433,,0.9990047415097555
zul,0.9992607831954956,0.9991053938865662,0.998473584651947,,0.9989465872446696
ewe,0.9997697472572327,0.9985299110412598,0.9980356693267822,,0.9987784425417582
fon,0.9996216297149658,0.9987791180610657,0.9976584315299988,,0.9986863931020101
tsn,0.9987035393714905,0.9989823698997498,0.9983645081520081,,0.9986834724744161
sna,0.9984562397003174,0.9980016350746155,0.9995566010475159,,0.9986714919408163
bbj,0.9997034072875977,0.9972814321517944,0.9988563656806946,,0.9986137350400289
mos,0.9997129440307617,0.9989906549453735,0.9968264102935791,,0.9985100030899048
wol,0.9986408948898315,0.9978139400482178,0.9988079071044922,,0.9984209140141805
xho,0.9982384443283081,0.998081386089325,0.9987859725952148,,0.9983686010042826
yor,0.9984709024429321,0.9974806308746338,0.998883068561554,,0.9982782006263733
