,ORG,LOC,DATE,PER,Mean
hau,0.9999578595161438,0.9999539852142334,0.9999191164970398,0.9999699592590332,0.9999502301216125
lug,0.9999734163284302,0.9999164342880249,0.9999068379402161,0.9999815225601196,0.9999445527791977
sna,0.9999763369560242,0.9999556541442871,0.9998637437820435,0.9999525547027588,0.9999370723962784
xho,0.9999665021896362,0.9999531507492065,0.999934196472168,0.9998893737792969,0.9999358057975769
nya,0.9999489784240723,0.9999414086341858,0.9998462200164795,0.999966025352478,0.9999256581068039
zul,0.9999714493751526,0.9998779892921448,0.9999163150787354,0.9999209642410278,0.9999216794967651
ibo,0.9999017715454102,0.9999148845672607,0.999903678894043,0.999965488910675,0.9999214559793472
bam,0.9999350905418396,0.9999241828918457,0.9998977780342102,0.99992835521698,0.9999213516712189
kin,0.9999476075172424,0.9998778700828552,0.9998621940612793,0.9999758005142212,0.9999158680438995
luo,0.9998796582221985,0.999904215335846,0.9999197721481323,0.9999369382858276,0.9999101459980011
mos,0.9999247193336487,0.9999449849128723,0.9998378157615662,0.9999330043792725,0.9999101310968399
twi,0.9999586343765259,0.9999117851257324,0.9997985363006592,0.9999436736106873,0.9999031573534012
tsn,0.9999075531959534,0.9998149871826172,0.999931812286377,0.9999324679374695,0.9998967051506042
wol,0.9999170899391174,0.9998602867126465,0.9999021291732788,0.9999014139175415,0.9998952299356461
swa,0.9998989105224609,0.999890923500061,0.9998791217803955,0.9998961687088013,0.9998912811279297
ewe,0.9999082088470459,0.9998633861541748,0.9998033046722412,0.9998976588249207,0.9998681396245956
bbj,0.99990314245224,0.9998583793640137,0.9997624754905701,0.9999284744262695,0.9998631179332733
yor,0.9998748898506165,0.99981290102005,0.9998036623001099,0.9998688101768494,0.9998400658369064
pcm,0.9998216032981873,0.9997996091842651,0.9997323155403137,0.9999058842658997,0.9998148530721664
fon,0.9999304413795471,0.9998655915260315,0.999579668045044,0.9997994899749756,0.9997937977313995
