,LOC,PER,ORG,DATE,Mean
lug,,0.9928869605064392,0.9868264198303223,,0.9898566901683807
sna,0.9827141165733337,0.9862178564071655,0.9886096119880676,,0.9858471949895223
nya,0.9798892736434937,0.9913766384124756,0.9832150936126709,,0.9848270018895467
hau,0.9795950651168823,0.9869223833084106,0.9806427955627441,,0.9823867479960123
twi,0.9763239622116089,0.9882394075393677,0.9816479086875916,,0.9820704261461893
kin,0.9714840054512024,0.9912480711936951,0.9813017249107361,,0.9813446005185446
luo,,0.987347424030304,0.973309338092804,,0.980328381061554
zul,0.9706175923347473,0.9879404902458191,,,0.9792790412902832
ewe,,0.9800363779067993,0.9747284650802612,,0.9773824214935303
wol,0.9767534136772156,0.9814048409461975,0.972675085067749,,0.9769444465637207
swa,0.972999632358551,0.9843524694442749,0.9716305136680603,,0.9763275384902954
ibo,0.9788215160369873,,0.9735769629478455,,0.9761992394924164
mos,0.9695820808410645,0.9857469201087952,0.9716230034828186,,0.9756506681442261
xho,0.9753760695457458,0.9730606079101562,,,0.974218338727951
fon,0.9725263118743896,0.9701374769210815,0.9708989262580872,,0.9711875716845194
bam,0.9771177172660828,,0.9624534249305725,,0.9697855710983276
tsn,0.9634214043617249,,0.9736438989639282,,0.9685326516628265
bbj,0.946846604347229,0.9736290574073792,0.9645750522613525,,0.9616835713386536
yor,0.9504575133323669,,0.9608935713768005,,0.9556755423545837
pcm,0.9416074156761169,0.9823732972145081,0.9430458545684814,,0.9556755224863688
