,PER,DATE,LOC,ORG
bam,0.9487489461898804,,0.9420337677001953,0.8864562511444092
bbj,0.9669985771179199,,0.8679537773132324,0.943383514881134
ewe,0.9629349708557129,,0.9031810164451599,0.9522331953048706
fon,0.9591947793960571,,0.9363061189651489,0.9583250284194946
hau,0.9732672572135925,,0.9291855096817017,0.9651350378990173
ibo,,,0.9251794815063477,0.9670210480690002
kin,0.9779891967773438,,0.938750147819519,0.9669790267944336
lug,0.9649764895439148,,,0.9656140804290771
luo,0.9677737951278687,,,0.9496852159500122
mos,0.9654934406280518,,0.9366538524627686,0.9629631042480469
nya,0.9807738661766052,,0.9321306943893433,0.9632759094238281
pcm,0.9746018648147583,,0.9280088543891907,0.9414514899253845
sna,0.9693863391876221,,0.9255456924438477,0.9633041620254517
swa,0.9721273183822632,,0.9460890293121338,0.9479910731315613
tsn,,,0.9160841703414917,0.954436182975769
twi,0.9786683917045593,,0.9406090378761292,0.9713626503944397
wol,0.9721339344978333,,0.9245554804801941,0.9415075182914734
xho,0.9327433705329895,,0.9070637226104736,0.9480621218681335
yor,,,0.838553786277771,0.9507174491882324
zul,0.9574177861213684,,0.910858690738678,0.9669313430786133
