,LOC,PER,ORG,DATE
bam,0.9946879148483276,0.9852995872497559,0.9898666143417358,0.981981098651886
bbj,0.9787172079086304,0.9878119826316833,0.9864904284477234,0.9769266247749329
ewe,0.9968371987342834,0.9874294996261597,0.992757260799408,0.9681481122970581
fon,0.9867038726806641,0.9872920513153076,0.9920647740364075,0.9820188283920288
hau,0.9902834892272949,0.9881092309951782,0.9931958913803101,0.997008740901947
ibo,0.9891915321350098,0.9903468489646912,0.9949545860290527,0.994445264339447
kin,0.9979363083839417,0.98818039894104,0.9946516752243042,0.9866876602172852
lug,0.9973373413085938,0.9867980480194092,0.9940066337585449,0.9692041277885437
luo,0.9977560639381409,0.9899025559425354,0.9944943189620972,0.9932163953781128
mos,0.9915611147880554,0.98479163646698,0.9927602410316467,0.9605183601379395
nya,0.995376467704773,0.989086925983429,0.9934641718864441,0.9874274730682373
pcm,0.9975438714027405,0.9902151823043823,0.9916284680366516,0.9654645919799805
sna,0.9919482469558716,0.9891173243522644,0.9927405714988708,0.995269238948822
swa,0.9973849654197693,0.9881702065467834,0.9907563924789429,0.9853425025939941
tsn,0.9961940050125122,0.9881842136383057,0.9902337789535522,0.9932471513748169
twi,0.9973683953285217,0.9896795153617859,0.995688796043396,0.9881682991981506
wol,0.991817057132721,0.9894693493843079,0.9907199144363403,0.9791444540023804
xho,0.9871434569358826,0.9877485036849976,0.9901229739189148,0.9973093271255493
yor,0.9712616205215454,0.9764305353164673,0.9909093379974365,0.9799813628196716
zul,0.9928802847862244,0.9878383278846741,0.993360161781311,0.9933497309684753
