,DATE,ORG,PER,LOC,Mean
kin,0.9491416811943054,0.9663844704627991,0.950247585773468,0.956355631351471,0.9555323421955109
twi,0.9200922250747681,0.9701070785522461,0.9665051102638245,0.9520838260650635,0.9521970599889755
nya,0.9417589902877808,0.9638373255729675,0.9678100347518921,0.9325004816055298,0.9514767080545425
lug,0.9204643368721008,0.9382451772689819,0.9921565651893616,0.9542816281318665,0.9512869268655777
luo,0.9403119683265686,0.9532742500305176,0.9457294344902039,0.9497298002243042,0.9472613632678986
ibo,0.9622879028320312,0.964408814907074,0.9573462605476379,0.8867449164390564,0.9426969736814499
tsn,0.9491889476776123,0.933544397354126,0.9503512382507324,0.9217938184738159,0.9387196004390717
swa,0.9044074416160583,0.9271950125694275,0.9438785314559937,0.9673367142677307,0.9357044249773026
sna,0.9638113975524902,0.9522449970245361,0.9672711491584778,0.8481787443161011,0.9328765720129013
hau,0.9565884470939636,0.9543229937553406,0.955581784248352,0.8593854904174805,0.9314696788787842
zul,0.9532443881034851,0.9418659806251526,0.9314999580383301,0.890189528465271,0.9291999638080597
wol,0.939000129699707,0.9408676624298096,0.9557658433914185,0.8679715991020203,0.9259013086557388
xho,0.9612516760826111,0.9273310899734497,0.9457610845565796,0.8198499083518982,0.9135484397411346
bam,0.9095312356948853,0.8818422555923462,0.9514955878257751,0.9073866605758667,0.9125639349222183
fon,0.8901099562644958,0.9478110671043396,0.9498843550682068,0.8496756553649902,0.9093702584505081
pcm,0.7958518266677856,0.9218295812606812,0.9667046070098877,0.946824312210083,0.9078025817871094
mos,0.8319355845451355,0.9429983496665955,0.9415987133979797,0.8789457082748413,0.898869588971138
ewe,0.7443494200706482,0.9471625685691833,0.9608722925186157,0.9214417934417725,0.8934565186500549
bbj,0.8705910444259644,0.9214194416999817,0.9546040296554565,0.7804759740829468,0.8817726224660873
yor,0.874785840511322,0.9274502396583557,0.8769034147262573,0.7663556337356567,0.861373782157898
