,LOC,PER,DATE,ORG,Mean
lug,,0.9414986968040466,,0.950588583946228,0.9460436403751373
twi,0.9160138964653015,0.9645339250564575,,0.9514277577400208,0.9439918597539266
sna,0.8833063244819641,0.9499349594116211,,0.9421621561050415,0.9251344799995422
hau,0.8704167604446411,0.955856442451477,,0.938564658164978,0.9216126203536987
mos,0.8962652087211609,0.9345172047615051,,0.931435227394104,0.92073921362559
nya,0.8838260769844055,0.9587913155555725,,0.9174777269363403,0.9200317064921061
kin,0.89680016040802,0.9607460498809814,,0.9019767045974731,0.9198409716288248
wol,0.878442108631134,0.9521596431732178,,0.9157668948173523,0.915456215540568
swa,0.9056199789047241,0.9439383745193481,,0.8908272981643677,0.9134618838628134
fon,0.8860055804252625,0.921401858329773,,0.9292232394218445,0.91221022605896
ibo,0.8775771260261536,,,0.9403594136238098,0.9089682698249817
pcm,0.8772816061973572,0.9514816999435425,,0.8941389322280884,0.9076340794563293
luo,,0.9386142492294312,,0.8760082125663757,0.9073112308979034
zul,0.8606616258621216,0.9152799844741821,,0.9335973858833313,0.903179665406545
bam,0.9038996696472168,0.9155069589614868,,0.8813923001289368,0.9002663095792135
ewe,0.8719149827957153,0.9333161115646362,,0.8950623869895935,0.9000978271166483
tsn,0.8585383892059326,,,0.9216024279594421,0.8900704085826874
xho,0.8483079671859741,0.8934555649757385,,0.9044414758682251,0.8820683360099792
bbj,0.7802502512931824,0.9418706297874451,,0.9044926762580872,0.8755378524462382
yor,0.721207320690155,,,0.9169413447380066,0.8190743327140808
