,LOC,ORG,PER,DATE,Mean
sna,0.985765814781189,0.9904694557189941,0.9866805672645569,0.980675220489502,0.9858977645635605
kin,0.9857233762741089,0.9867448806762695,0.9893045425415039,0.9809079170227051,0.9856701791286469
twi,0.9840789437294006,0.9846056699752808,0.9852198958396912,0.9762464165687561,0.9825377315282822
ibo,0.9789758920669556,0.9741151332855225,0.9894365072250366,0.9845340251922607,0.9817653894424438
lug,0.9759427309036255,0.9898741841316223,0.9897958040237427,0.9700204730033875,0.9814082980155945
nya,0.9700962901115417,0.9879259467124939,0.9897049069404602,0.9766888618469238,0.9811040014028549
hau,0.9769906997680664,0.9833407998085022,0.9843732714653015,0.9758790731430054,0.9801459610462189
xho,0.9806044101715088,0.9862959980964661,0.9680380821228027,0.9846422076225281,0.9798951745033264
zul,0.9662154316902161,0.9915956854820251,0.9823206663131714,0.9773139357566833,0.979361429810524
luo,0.9797893762588501,0.9758744239807129,0.9848074913024902,0.9754580855369568,0.9789823442697525
wol,0.9759315848350525,0.9802352786064148,0.9759410619735718,0.9685253500938416,0.9751583188772202
mos,0.9777457118034363,0.9808641672134399,0.9813808798789978,0.9600880742073059,0.975019708275795
bam,0.9731451869010925,0.9599815607070923,0.9790180921554565,0.9726879000663757,0.9712081849575043
tsn,0.9633176326751709,0.9638190269470215,0.9746111035346985,0.9741523265838623,0.9689750224351883
swa,0.9683252573013306,0.9655962586402893,0.9835337996482849,0.9564695358276367,0.9684812128543854
ewe,0.9609574675559998,0.9760751724243164,0.9718899726867676,0.951845645904541,0.9651920646429062
bbj,0.9458687901496887,0.9719927310943604,0.9788822531700134,0.9579635858535767,0.9636768400669098
fon,0.9664251208305359,0.9744037389755249,0.9608256816864014,0.952120304107666,0.963443711400032
yor,0.9495517015457153,0.9735299348831177,0.9703921675682068,0.9601795077323914,0.9634133279323578
pcm,0.9517326354980469,0.9478088617324829,0.9760802388191223,0.9105255007743835,0.9465368092060089
