,PER,DATE,ORG,LOC,Mean
twi,0.902949333190918,,0.9858543276786804,0.9697088003158569,0.9735457773478526
ibo,,,0.9802075028419495,0.962397575378418,0.9713025391101837
sna,0.9065853357315063,,0.9719659686088562,0.9780816435813904,0.9711499304141639
zul,0.9020385146141052,,0.9794069528579712,0.9683053493499756,0.9697910018686978
fon,0.8996695876121521,,0.9816820621490479,0.9652494192123413,0.9692885999409657
mos,0.8958656191825867,,0.9797537922859192,0.9674338698387146,0.9691941209559171
tsn,,,0.973484218120575,0.964459240436554,0.9689717292785645
nya,0.9057968854904175,,0.9724481701850891,0.9693679213523865,0.9672225083944932
bam,0.8788435459136963,,0.9743885397911072,0.9674422144889832,0.9657037640517613
ewe,0.9075485467910767,,0.9706220030784607,0.9650726318359375,0.9644341794949658
bbj,0.9003943204879761,,0.9807940721511841,0.9519811868667603,0.962652159187029
wol,0.8999162912368774,,0.9706070423126221,0.9618411064147949,0.9624708036206803
kin,0.8885676264762878,,0.9659228920936584,0.9656615257263184,0.9614210061307223
yor,,,0.9733622074127197,0.948617696762085,0.9609899520874023
xho,0.8954553008079529,,0.9622587561607361,0.9642157554626465,0.9594005413775174
luo,0.9104134440422058,,0.9629164934158325,,0.9572911666972297
hau,0.8986096978187561,,0.9707893133163452,0.9475283622741699,0.955731527985267
lug,0.8979271650314331,,0.960303008556366,,0.9536198824644089
pcm,0.9035942554473877,,0.9355841279029846,0.9634733200073242,0.9469286596999978
swa,0.9017317295074463,,0.9417663216590881,0.9469821453094482,0.9419605068440707
