,LOC,DATE,PER,ORG
bam,0.8648166656494141,0.9025378823280334,0.775496244430542,0.8289498686790466
bbj,0.7333606481552124,0.8493771553039551,0.7972801923751831,0.863682210445404
ewe,0.8736821413040161,0.7385480999946594,0.7924544811248779,0.9116960167884827
fon,0.8171606063842773,0.8609002828598022,0.7899707555770874,0.9120117425918579
hau,0.8105373382568359,0.9456101059913635,0.7772753834724426,0.9320384860038757
ibo,0.8568787574768066,0.9543639421463013,0.8018183708190918,0.9399659037590027
kin,0.9184674620628357,0.9473803043365479,0.7924064993858337,0.9412276148796082
lug,0.9336878061294556,0.9166494607925415,0.8040940761566162,0.9001162052154541
luo,0.9206920266151428,0.9315321445465088,0.7812919616699219,0.9287561774253845
mos,0.8474476933479309,0.8186978697776794,0.7794574499130249,0.9119352102279663
nya,0.9037895798683167,0.9382639527320862,0.8065173625946045,0.9360525012016296
pcm,0.9022866487503052,0.7904036045074463,0.8067260384559631,0.904917299747467
sna,0.8080976009368896,0.9607870578765869,0.8031659126281738,0.93197101354599
swa,0.9371935129165649,0.8993549346923828,0.7636034488677979,0.9112279415130615
tsn,0.8720735907554626,0.9435957670211792,0.7885067462921143,0.9009361267089844
twi,0.91019207239151,0.9032818078994751,0.8062028288841248,0.9571807384490967
wol,0.8265149593353271,0.9321539402008057,0.7962173819541931,0.9208455681800842
xho,0.7834014296531677,0.9603636264801025,0.8034180998802185,0.9017670154571533
yor,0.7234068512916565,0.8489446043968201,0.706898033618927,0.8890830278396606
zul,0.8602135181427002,0.9438675045967102,0.7998371124267578,0.9177805185317993
