,LOC,ORG,PER,DATE
bam,0.9810665249824524,0.9697847366333008,0.9860475659370422,
bbj,0.9560913443565369,0.9823885560035706,0.9866145253181458,
ewe,0.9793365001678467,0.9796397686004639,0.9807683229446411,
fon,0.9744287729263306,0.9833707213401794,0.9787393808364868,
hau,0.964146077632904,0.9731435775756836,0.9795922636985779,
ibo,0.9618880152702332,0.9819502234458923,0.9863253831863403,
kin,0.9759088158607483,0.9687194228172302,0.9832434058189392,
lug,0.9805944561958313,0.9721049070358276,0.9697900414466858,
luo,0.9849072098731995,0.9588198065757751,0.9772844910621643,
mos,0.9743926525115967,0.9803335666656494,0.9766389727592468,
nya,0.9774423837661743,0.9776208996772766,0.9907398223876953,
pcm,0.9787319302558899,0.9693936705589294,0.9893902540206909,
sna,0.9730206727981567,0.9735898375511169,0.9847834706306458,
swa,0.9806214570999146,0.9496044516563416,0.9807336926460266,
tsn,0.9743837118148804,0.9800121784210205,0.9811086058616638,
twi,0.9821842908859253,0.9865667223930359,0.9886968731880188,
wol,0.9678968191146851,0.9675134420394897,0.9864048957824707,
xho,0.9655261039733887,0.9723777174949646,0.9699243307113647,
yor,0.9395483136177063,0.9714981913566589,0.9714014530181885,
zul,0.9693842530250549,0.9783170223236084,0.9842708110809326,
