,ORG,LOC,DATE,PER,Mean
luo,0.9437125325202942,0.9389009475708008,0.9590455889701843,0.8222606182098389,0.9439739995188527
ibo,0.9469740390777588,0.926724374294281,0.9675339460372925,0.8239742517471313,0.9438799673860724
zul,0.9468767046928406,0.9342493414878845,0.9583204388618469,0.8249471783638,0.9433254088674273
kin,0.9511404633522034,0.9205201864242554,0.9674542546272278,0.8128053545951843,0.942902380769903
sna,0.9438477754592896,0.9134383797645569,0.9645321369171143,0.8233314752578735,0.9375600032992177
tsn,0.9338183999061584,0.9220190048217773,0.9627106785774231,0.8284886479377747,0.9366321997209028
nya,0.9354142546653748,0.9246085286140442,0.9549925327301025,0.8415042161941528,0.9358232640600824
hau,0.9502463936805725,0.9085409641265869,0.9508923292160034,0.8347317576408386,0.9339150089722175
twi,0.9542708992958069,0.9255996942520142,0.9302324652671814,0.8230814933776855,0.933749863079616
lug,0.9568671584129333,0.9061484336853027,0.9439574480056763,0.7908718585968018,0.9318970093479404
wol,0.9338900446891785,0.8977339267730713,0.9450770020484924,0.8294443488121033,0.923070299160945
xho,0.9395062327384949,0.8953039050102234,0.9424556493759155,0.8159573674201965,0.9229033689994317
fon,0.9341992735862732,0.9160199165344238,0.9011454582214355,0.8144598007202148,0.9144550105193993
bam,0.860004186630249,0.927363932132721,0.9544064998626709,0.8070690035820007,0.9111493957507146
mos,0.9371033310890198,0.9202789068222046,0.8709403872489929,0.8188453912734985,0.9070877456045771
swa,0.8914899230003357,0.898872435092926,0.9103549122810364,0.8061779737472534,0.8977959442448307
ewe,0.9462600350379944,0.9099346399307251,0.8215150237083435,0.8205171227455139,0.8906983988625663
yor,0.9190743565559387,0.8525254726409912,0.9073796272277832,0.7868989706039429,0.8902374591146197
bbj,0.915999174118042,0.8356660604476929,0.877782940864563,0.8241896629333496,0.8751244637873266
pcm,0.8940842747688293,0.9115707278251648,0.8054773807525635,0.8037520051002502,0.8686469297904473
