,1,2,3,4,5,6,7,8,9,10,11,12
bam,0.8181827664375305,0.8291779160499573,0.7097429633140564,0.685459315776825,0.9682889580726624,0.6020975112915039,0.7471501231193542,0.6827348470687866,0.674739420413971,,,
bbj,0.6922893524169922,0.8996208310127258,0.6065765023231506,0.6194442510604858,0.8891900777816772,0.6919775009155273,0.6889148354530334,0.7377897500991821,0.7262073755264282,,,
ewe,0.7206802368164062,0.929491937160492,0.7075924277305603,0.7140268683433533,0.9727023839950562,0.8743100762367249,0.8697075843811035,0.872073233127594,0.8353556394577026,,,
fon,0.8226435780525208,0.7924569249153137,0.757615864276886,0.7515720725059509,0.9216068983078004,0.9061304330825806,0.7639486193656921,0.746373176574707,0.7025399804115295,,,
hau,0.8721709251403809,0.7957451343536377,0.8653820157051086,0.8703100681304932,0.948089838027954,0.9268320202827454,0.9195206761360168,0.9312256574630736,0.929046630859375,,,
ibo,0.7055875062942505,0.9250968098640442,0.6872715353965759,0.6738100051879883,0.7943360209465027,0.6787611842155457,0.6445974707603455,0.6246420741081238,0.6288800239562988,,,
kin,0.9477903842926024,0.8134124279022217,0.9857003092765808,0.9456334710121156,0.805763840675354,0.9612347483634948,0.9062721133232116,0.8913580179214478,0.8993881344795227,,,
lug,0.8841750621795654,0.7787219285964966,0.9217729568481444,0.91027170419693,0.7357628345489502,0.7749100923538208,0.8375630378723145,0.8162677884101868,0.8045094609260559,,,
luo,0.8168522715568542,0.8577132821083069,0.9159635901451112,0.8722219467163086,0.8822242617607117,0.9599381685256958,0.9354206919670104,0.9149441719055176,0.8820734620094299,,,
mos,0.6922057867050171,0.79932701587677,0.6032444834709167,0.643787682056427,0.9436163306236268,0.8261780142784119,0.7238230109214783,0.7355276346206665,0.6918549537658691,,,
nya,0.795962393283844,0.8558751940727234,0.7814556360244751,0.7792750597000122,0.7977768778800964,0.7833495736122131,0.8308626413345337,0.8385357856750488,0.7688581943511963,,,
pcm,0.8326238393783569,0.9177480936050416,0.6357094645500183,0.6547169089317322,0.7912101149559021,0.740987241268158,0.8381845951080322,0.8474504947662354,0.7870577573776245,,,
sna,0.7348843812942505,0.9099686145782472,0.8147815465927124,0.8340967297554016,0.8142114877700806,0.6577610969543457,0.822845995426178,0.8305036425590515,0.8458288311958313,,,
swa,0.856289803981781,0.9176159501075744,0.8549836277961731,0.8785998225212097,0.6474630832672119,0.8726348280906677,0.8442414402961731,0.8685160279273987,0.87619948387146,,,
tsn,0.8890408873558044,0.5194896459579468,0.8385076522827148,0.8754894137382507,0.6707557439804077,0.9156354069709778,0.8914622068405151,0.8733569979667664,0.9302607774734496,,,
twi,0.9845199584960938,0.7426970601081848,0.9762046337127686,0.9803611040115356,0.8041008114814758,0.9280449748039246,0.9544552564620972,0.9565483331680298,0.9671258330345154,,,
wol,0.8406172394752502,0.8987286686897278,0.8331928849220276,0.8383246660232544,0.957409143447876,0.9252652525901794,0.8211208581924438,0.8473930954933167,0.8340480923652649,,,
xho,0.6491777300834656,0.8403948545455933,0.6544848680496216,0.6757055521011353,0.8103324770927429,0.67308509349823,0.6304718852043152,0.6636028289794922,0.6385242342948914,,,
yor,0.7313758730888367,0.8831597566604614,0.6963949799537659,0.7133667469024658,0.8635345697402954,0.6680159568786621,0.7340294122695923,0.7750976085662842,0.7558115720748901,,,
zul,0.8892574310302734,0.849666178226471,0.8644735217094421,0.8438407778739929,0.6000307202339172,0.7922734022140503,0.7816175818443298,0.7943378686904907,0.7888786196708679,,,
