,PER,ORG,LOC,DATE
bam,,0.9645098447799683,0.9825465679168701,
bbj,,0.979620099067688,0.9446028470993042,
ewe,0.9863269925117493,0.980675995349884,,
fon,0.9844284057617188,0.9825996160507202,0.9720244407653809,
hau,0.9854788184165955,0.9766236543655396,0.9691938757896423,
ibo,,0.9812771081924438,0.9596185088157654,
kin,0.9850730895996094,0.9718702435493469,0.9783757925033569,
lug,0.976311445236206,0.9772130250930786,,
luo,0.9808318018913269,0.9659250378608704,,
mos,0.9805158972740173,0.9828590750694275,,
nya,,0.9815672636032104,0.9694707989692688,
pcm,0.9864605665206909,,0.981093168258667,
sna,0.9868826866149902,,0.9724305272102356,
swa,0.9861152768135071,0.9319678544998169,0.985055685043335,
tsn,,0.9821569919586182,0.9716209173202515,
twi,0.9911718964576721,0.9886669516563416,0.9849947094917297,
wol,0.9881143569946289,0.9693028330802917,0.9673888087272644,
xho,0.976621687412262,,0.9617311358451843,
yor,,0.9763634204864502,0.9421200752258301,
zul,,,0.9722859859466553,
