,PER,LOC,DATE,ORG,Mean
ewe,0.9367485046386719,0.9862668514251709,,0.9887378811836243,0.9863128226716071
twi,0.93836909532547,0.9783053994178772,,0.9923232793807983,0.9842140602413565
ibo,0.9251698851585388,0.9822182655334473,,0.9890409111976624,0.9842125640716404
kin,0.9188859462738037,0.9830012321472168,,0.9864774346351624,0.9831958946306258
mos,0.9242673516273499,0.9809620380401611,,0.9859939217567444,0.9820902307983488
luo,0.9385342597961426,0.9824461936950684,,0.9819440245628357,0.9811718079727143
sna,0.9343540668487549,0.9821759462356567,,0.9823222160339355,0.981126541737467
zul,0.9235543608665466,0.9824365377426147,,0.9821690320968628,0.9809258687309921
tsn,0.9356132745742798,0.9817490577697754,,0.9800480604171753,0.9798371852375567
nya,0.9179543256759644,0.9750509858131409,,0.9867928624153137,0.9794461210258305
yor,0.93315190076828,0.9738962054252625,,0.9871388077735901,0.9794073752127588
bbj,0.9330728650093079,0.9763664603233337,,0.9836205244064331,0.9788937901612371
swa,0.9347827434539795,0.9781894087791443,,0.9816650748252869,0.9788691676221788
xho,0.9297381043434143,0.9798704385757446,,0.9795910120010376,0.9785590232349932
fon,0.934933602809906,0.9772339463233948,,0.980968177318573,0.9780658870004117
wol,0.9289317727088928,0.975606381893158,,0.9822534918785095,0.9777581049129367
pcm,0.9396811723709106,0.9771314263343811,,0.9752845764160156,0.9753519038204104
bam,0.9233803749084473,0.9801288843154907,,0.9632093906402588,0.9705373696051538
lug,0.9194372892379761,0.9677963852882385,,0.9736504554748535,0.9695214016828686
hau,0.9349781274795532,0.9590649604797363,,0.9801748394966125,0.9688079834450036
