,ORG,LOC,PER,DATE
bam,0.999997615814209,0.9999983310699463,0.9999933838844299,0.9999968409538269
bbj,0.9999943375587463,0.9999956488609314,0.9999992251396179,0.9999952912330627
ewe,0.9999927282333374,0.9999975562095642,0.9999946355819702,0.9999977350234985
fon,0.9999954700469971,0.9999980926513672,0.999997079372406,0.9999920725822449
hau,0.9999968409538269,0.9999976754188538,0.9999983310699463,0.9999946355819702
ibo,0.9999955892562866,0.999998152256012,0.9999970197677612,0.9999979734420776
kin,0.9999975562095642,0.9999995231628418,0.9999920725822449,0.9999974966049194
lug,0.9999980926513672,0.9999997615814209,0.9999964237213135,0.9999967813491821
luo,0.9999985694885254,0.9999988079071045,0.999998927116394,0.9999972581863403
mos,0.9999969601631165,0.9999983310699463,0.999996542930603,0.9999959468841553
nya,0.9999989867210388,0.9999985694885254,0.9999992847442627,0.9999926686286926
pcm,0.9999982714653015,0.999997615814209,0.9999990463256836,0.9999948740005493
sna,0.9999989867210388,0.9999939203262329,0.999998927116394,0.9999908208847046
swa,0.999997615814209,0.9999982118606567,0.9999994039535522,0.9999908208847046
tsn,0.9999984502792358,0.9999982118606567,0.9999976754188538,0.9999980926513672
twi,0.9999973177909851,0.9999997615814209,0.9999978542327881,0.9999969601631165
wol,0.9999951720237732,0.9999979734420776,0.9999988675117493,0.9999949336051941
xho,0.9999984502792358,0.9999974966049194,0.9999985694885254,0.9999966621398926
yor,0.9999962449073792,0.999998152256012,0.9999920725822449,0.9999951124191284
zul,0.9999978542327881,0.9999985098838806,0.9999990463256836,0.9999971389770508
