,ORG,LOC,PER,DATE
bam,0.9999914169311523,0.9999777674674988,0.9999947547912598,0.999983012676239
bbj,0.999936044216156,0.9999304413795471,0.9999924302101135,0.9999898672103882
ewe,0.9999901056289673,0.9999876618385315,0.9999867081642151,0.9999537467956543
fon,0.9999720454216003,0.9999721646308899,0.9999701380729675,0.9999871850013733
hau,0.99998939037323,0.9999833106994629,0.9999954700469971,0.999979555606842
ibo,0.9999924898147583,0.9999650716781616,0.999994695186615,0.9999951124191284
kin,0.9999788403511047,0.9999955892562866,0.9999710321426392,0.9999714493751526
lug,0.9999634027481079,0.9999912977218628,0.9999962449073792,0.9999008178710938
luo,0.9999749064445496,0.9999972581863403,0.999830961227417,0.9999927878379822
mos,0.9999889135360718,0.9999772906303406,0.9997215270996094,0.999984085559845
nya,0.9999755024909973,0.9999865293502808,0.9999899864196777,0.9999257922172546
pcm,0.9999260306358337,0.9999919533729553,0.9999736547470093,0.9995945692062378
sna,0.9999768137931824,0.9999748468399048,0.9999901652336121,0.9999615550041199
swa,0.9997175335884094,0.999994695186615,0.9999894499778748,0.9998064041137695
tsn,0.999947726726532,0.9999916553497314,0.9999949336051941,0.9999710917472839
twi,0.9999937415122986,0.999995231628418,0.9999977946281433,0.9999363422393799
wol,0.9999774098396301,0.9999711513519287,0.9999857544898987,0.999992847442627
xho,0.999972403049469,0.9999420046806335,0.9999843835830688,0.9999712109565735
yor,0.9999820590019226,0.9999620914459229,0.9999958276748657,0.9999958276748657
zul,0.999994158744812,0.9999655485153198,0.999990701675415,0.9999846816062927
