layer,model,rank_type,language,cosine,config
1,xlmr,top5,kin,0.9999672037851717,use1_use1_con4_max250_bat32
1,xlmr,top5,sna,0.9999594035099024,use1_use1_con4_max250_bat32
1,xlmr,top5,tsn,0.9999583768979541,use1_use1_con4_max250_bat32
1,xlmr,top5,nya,0.9999563593730721,use1_use1_con4_max250_bat32
1,xlmr,top5,pcm,0.9999514733171933,use1_use1_con4_max250_bat32
1,xlmr,worst5,bam,0.9997120164409683,use1_use1_con4_max250_bat32
1,xlmr,worst5,fon,0.9997476247245971,use1_use1_con4_max250_bat32
1,xlmr,worst5,ewe,0.9998106683720485,use1_use1_con4_max250_bat32
1,xlmr,worst5,yor,0.999842179521713,use1_use1_con4_max250_bat32
1,xlmr,worst5,hau,0.999850883437521,use1_use1_con4_max250_bat32
2,xlmr,top5,kin,0.9999948128200034,use1_use1_con4_max250_bat32
2,xlmr,top5,wol,0.9999943806766762,use1_use1_con4_max250_bat32
2,xlmr,top5,nya,0.9999943472589186,use1_use1_con4_max250_bat32
2,xlmr,top5,sna,0.9999934136190706,use1_use1_con4_max250_bat32
2,xlmr,top5,xho,0.9999917163103271,use1_use1_con4_max250_bat32
2,xlmr,worst5,bam,0.9999733872066484,use1_use1_con4_max250_bat32
2,xlmr,worst5,fon,0.9999775915027906,use1_use1_con4_max250_bat32
2,xlmr,worst5,swa,0.999980064425779,use1_use1_con4_max250_bat32
2,xlmr,worst5,hau,0.9999801259176548,use1_use1_con4_max250_bat32
2,xlmr,worst5,ewe,0.9999808496193695,use1_use1_con4_max250_bat32
3,xlmr,top5,sna,0.9999958913562852,use1_use1_con4_max250_bat32
3,xlmr,top5,nya,0.9999948523871238,use1_use1_con4_max250_bat32
3,xlmr,top5,lug,0.999994827549052,use1_use1_con4_max250_bat32
3,xlmr,top5,zul,0.9999943141205505,use1_use1_con4_max250_bat32
3,xlmr,top5,xho,0.9999940255418934,use1_use1_con4_max250_bat32
3,xlmr,worst5,pcm,0.9999777912987107,use1_use1_con4_max250_bat32
3,xlmr,worst5,swa,0.9999824066578555,use1_use1_con4_max250_bat32
3,xlmr,worst5,ewe,0.9999851860553626,use1_use1_con4_max250_bat32
3,xlmr,worst5,fon,0.9999854301227245,use1_use1_con4_max250_bat32
3,xlmr,worst5,twi,0.9999880136385919,use1_use1_con4_max250_bat32
4,xlmr,top5,mos,0.9999961566402846,use1_use1_con4_max250_bat32
4,xlmr,top5,ibo,0.9999956061545933,use1_use1_con4_max250_bat32
4,xlmr,top5,xho,0.999995390717485,use1_use1_con4_max250_bat32
4,xlmr,top5,bam,0.9999953643654479,use1_use1_con4_max250_bat32
4,xlmr,top5,wol,0.9999952806901811,use1_use1_con4_max250_bat32
4,xlmr,worst5,pcm,0.9999894836159362,use1_use1_con4_max250_bat32
4,xlmr,worst5,hau,0.99998977301797,use1_use1_con4_max250_bat32
4,xlmr,worst5,swa,0.9999909375984812,use1_use1_con4_max250_bat32
4,xlmr,worst5,ewe,0.9999913445946956,use1_use1_con4_max250_bat32
4,xlmr,worst5,kin,0.9999918178567251,use1_use1_con4_max250_bat32
5,xlmr,top5,sna,0.9999901412014924,use1_use1_con4_max250_bat32
5,xlmr,top5,lug,0.9999890339426347,use1_use1_con4_max250_bat32
5,xlmr,top5,kin,0.9999885680978193,use1_use1_con4_max250_bat32
5,xlmr,top5,ibo,0.99998576318644,use1_use1_con4_max250_bat32
