,PER,LOC,ORG,DATE,Mean
lug,0.6901387,0.539555,0.6109146,0.56138295,0.6004978
kin,0.60757804,0.54069126,0.60501283,0.5652965,0.5796446
nya,0.6269846,0.4841155,0.58847135,0.53381574,0.55834675
luo,0.6275624,0.52138376,0.5559897,0.5087922,0.553432
sna,0.53420573,0.52427125,0.5802644,0.5705762,0.55232936
xho,0.54484093,0.51396424,0.5680987,0.5804745,0.5518446
twi,0.6144737,0.511051,0.5736848,0.50451046,0.55093
ibo,0.60032976,0.5224968,0.53103065,0.52398777,0.54446125
wol,0.5867076,0.4992522,0.5639497,0.4948722,0.5361954
tsn,0.6057185,0.4631452,0.5556811,0.52011913,0.53616595
swa,0.64499086,0.48502842,0.5103537,0.5039059,0.53606975
zul,0.53936714,0.50075877,0.56640923,0.52305186,0.53239673
bam,0.5723222,0.50555074,0.5101579,0.47963277,0.5169159
hau,0.56521636,0.45802248,0.53523135,0.50895965,0.5168575
pcm,0.6116135,0.47591043,0.53101915,0.3900739,0.50215423
ewe,0.5536784,0.45566228,0.53399605,0.45392492,0.49931538
mos,0.55767304,0.4676669,0.5302911,0.41801044,0.49341038
fon,0.5528104,0.4437275,0.52078295,0.41267884,0.48249993
bbj,0.54891896,0.40078282,0.45922095,0.4102502,0.4547932
yor,0.4756743,0.40486827,0.43868333,0.44771516,0.44173527
