,PER,ORG,DATE,LOC,Mean
kin,0.9561643600463867,0.9625511765480042,0.9504650235176086,0.9534797072410583,0.9556650668382645
twi,0.963623046875,0.9656059145927429,0.9174737930297852,0.9322294592857361,0.944733053445816
luo,0.9556063413619995,0.9440470933914185,0.944156289100647,0.9343550205230713,0.9445411860942841
nya,0.9638869762420654,0.9621514081954956,0.928916335105896,0.9160869121551514,0.9427604079246521
lug,0.9834771752357483,0.9426639676094055,0.8965816497802734,0.9312462210655212,0.9384922534227371
sna,0.959626317024231,0.9540523290634155,0.9626508951187134,0.8659007549285889,0.9355575740337372
swa,0.9515910744667053,0.9210584759712219,0.8991355299949646,0.9446685314178467,0.9291134029626846
ibo,0.9454723596572876,0.9506913423538208,0.960465133190155,0.8479899764060974,0.9261547029018402
zul,0.9257276058197021,0.9549314975738525,0.9479832649230957,0.8712838292121887,0.9249815493822098
tsn,0.9437615871429443,0.9269723296165466,0.9398359656333923,0.8889137506484985,0.9248709082603455
wol,0.9511914849281311,0.9461712837219238,0.9362403154373169,0.8480815887451172,0.9204211682081223
hau,0.9490379095077515,0.9513646960258484,0.9461299777030945,0.8304499983787537,0.919245645403862
xho,0.937055766582489,0.9372737407684326,0.9646549224853516,0.8043108582496643,0.9108238220214844
bam,0.9359894394874573,0.8943510055541992,0.9101507663726807,0.8837975859642029,0.906072199344635
fon,0.9399290680885315,0.9305912256240845,0.8771621584892273,0.8280295729637146,0.8939280062913895
pcm,0.9580963253974915,0.9133412837982178,0.776577889919281,0.915305495262146,0.8908302485942841
ewe,0.9533579349517822,0.9369328022003174,0.7525571584701538,0.9114477634429932,0.8885739147663116
mos,0.9412721395492554,0.9347612261772156,0.8042789101600647,0.8668115735054016,0.8867809623479843
bbj,0.9508589506149292,0.8956900238990784,0.8515341281890869,0.7353561520576477,0.8583598136901855
yor,0.8683438301086426,0.9186655282974243,0.8729584217071533,0.7173336744308472,0.8443253636360168
