,DATE,ORG,LOC,PER,Mean
ibo,0.9504354596138,0.9380083680152893,0.8997693061828613,0.7847786545753479,0.9238418501157027
sna,0.9604147672653198,0.9289983510971069,0.8979043364524841,0.7799978852272034,0.923370897769928
zul,0.9332526922225952,0.9402438402175903,0.9038258790969849,0.7830440998077393,0.9202845203570831
twi,0.9097334146499634,0.9506758451461792,0.8861055374145508,0.7830317616462708,0.9104098104513608
nya,0.91313236951828,0.9413086175918579,0.8875669836997986,0.7996225357055664,0.9096034215046809
tsn,0.9468307495117188,0.9119293689727783,0.8768364787101746,0.7806441187858582,0.9068185549515945
lug,0.9582952857017517,0.9320214986801147,0.8438347578048706,0.7217890620231628,0.9040917402658707
mos,0.8992645740509033,0.9196887016296387,0.887440025806427,0.7843589186668396,0.897601401194548
hau,0.8961787819862366,0.9353563189506531,0.8715333938598633,0.7824486494064331,0.8964622861299759
xho,0.917061448097229,0.9311133027076721,0.8544546961784363,0.7740735411643982,0.8959994461291876
luo,0.9382783770561218,0.860870361328125,0.9003863334655762,0.7755552530288696,0.8950646481452844
kin,0.93121337890625,0.8860712051391602,0.8639551997184753,0.7675999999046326,0.8888948024847568
wol,0.9320763349533081,0.8921892046928406,0.8544432520866394,0.7871333956718445,0.8888348715427594
bam,0.9156270623207092,0.871117353439331,0.8938109278678894,0.7697929739952087,0.8887597758036393
fon,0.8615233898162842,0.9342820644378662,0.8794625401496887,0.7589098811149597,0.8866465320953956
swa,0.8799318075180054,0.8549323081970215,0.851645290851593,0.7641709446907043,0.8584006153620206
bbj,0.831311821937561,0.9026204347610474,0.7750813961029053,0.7903915047645569,0.8345707158247629
yor,0.8632782697677612,0.9058665633201599,0.7463623285293579,0.7300879955291748,0.8343326029105064
ewe,0.6780570149421692,0.9236817955970764,0.8743962645530701,0.7765704393386841,0.8235011307092813
pcm,0.7238306999206543,0.8438827395439148,0.8669726848602295,0.7487666606903076,0.8091468344896268
