,DATE,ORG,LOC,PER,Mean
kin,0.9332593679428101,0.960375964641571,0.9039472341537476,0.9163061380386353,0.928472176194191
twi,0.9045863747596741,0.9554900527000427,0.9035194516181946,0.941422164440155,0.9262545108795166
tsn,0.9343030452728271,0.9361310601234436,0.8541465401649475,0.938442051410675,0.9157556742429733
ibo,0.9434953331947327,0.9515670537948608,0.8150473237037659,0.9431359767913818,0.9133114218711853
luo,0.9134212732315063,0.9367954134941101,0.8791424632072449,0.9164286851882935,0.9114469587802887
nya,0.8942980170249939,0.9595779776573181,0.8449962735176086,0.9434598088264465,0.9105830192565918
lug,0.8917204737663269,0.8506375551223755,0.9104322195053101,0.9836500287055969,0.9091100692749023
sna,0.944705069065094,0.9169673323631287,0.8147164583206177,0.9362511038780212,0.9031599909067154
zul,0.9162611961364746,0.9400064945220947,0.8394383192062378,0.9064347743988037,0.9005351960659027
ewe,0.8641031384468079,0.9463316202163696,0.8469321727752686,0.9302261471748352,0.8968982696533203
wol,0.9285898208618164,0.9241835474967957,0.7894154191017151,0.9434351325035095,0.8964059799909592
xho,0.9256064295768738,0.9126533269882202,0.7910241484642029,0.9230112433433533,0.8880737870931625
mos,0.8345914483070374,0.9317313432693481,0.8040867447853088,0.9464989304542542,0.8792271167039871
yor,0.8794707655906677,0.934343695640564,0.7633763551712036,0.8936281204223633,0.8677047342061996
bam,0.8944732546806335,0.8586317300796509,0.8069157004356384,0.9069081544876099,0.8667322099208832
swa,0.7883769869804382,0.8669846057891846,0.9002457857131958,0.9050590991973877,0.8651666194200516
bbj,0.8570785522460938,0.9310771226882935,0.7564551830291748,0.9142160415649414,0.8647067248821259
fon,0.8391789793968201,0.9242357015609741,0.7536455392837524,0.9291146397590637,0.8615437150001526
pcm,0.7417191863059998,0.8357948660850525,0.8683059811592102,0.9553220868110657,0.850285530090332
hau,0.8447734117507935,0.8924770355224609,0.7314509749412537,0.930766761302948,0.849867045879364
