,ORG,PER,LOC,DATE,Mean
kin,0.9924523830413818,0.988974392414093,0.9894373416900635,0.9866113662719727,0.9893688708543777
twi,0.9942069053649902,0.9903258681297302,0.9861983060836792,0.9821630120277405,0.988223522901535
luo,0.9858372211456299,0.9883857369422913,0.9833413362503052,0.9873756766319275,0.9862349927425385
ibo,0.9907199144363403,0.9943915605545044,0.9594276547431946,0.9893908500671387,0.9834824949502945
tsn,0.9832938313484192,0.9873405694961548,0.9784993529319763,0.9845901727676392,0.9834309816360474
zul,0.988007128238678,0.987904965877533,0.9688928127288818,0.9847293496131897,0.9823835641145706
ewe,0.9907503724098206,0.9888915419578552,0.9760285019874573,0.9682552218437195,0.9809814095497131
wol,0.9867482781410217,0.9900623559951782,0.9588159918785095,0.986565887928009,0.9805481284856796
nya,0.9901248216629028,0.9835219383239746,0.9737237691879272,0.9738384485244751,0.98030224442482
sna,0.9860443472862244,0.9902045130729675,0.9663686752319336,0.9767464399337769,0.9798409938812256
xho,0.9834302067756653,0.9844458103179932,0.9630082249641418,0.9882040619850159,0.979772076010704
lug,0.9693164229393005,0.9944706559181213,0.987369954586029,0.9677990078926086,0.9797390103340149
bam,0.9756885170936584,0.9930593967437744,0.9671137928962708,0.9757980108261108,0.9779149293899536
yor,0.9905726909637451,0.9850673675537109,0.9516403079032898,0.9800901412963867,0.9768426269292831
swa,0.9777183532714844,0.9873102307319641,0.9914478659629822,0.9500159025192261,0.9766230881214142
mos,0.9902785420417786,0.9848548173904419,0.9654936790466309,0.9652245044708252,0.9764628857374191
pcm,0.9814398288726807,0.9951249957084656,0.9837131500244141,0.9416544437408447,0.9754831045866013
fon,0.9860871434211731,0.985487699508667,0.9597983956336975,0.9681985974311829,0.9748929589986801
bbj,0.9876297116279602,0.9885198473930359,0.9498948454856873,0.9698393940925598,0.9739709496498108
hau,0.9793849587440491,0.9892313480377197,0.9536855220794678,0.965599000453949,0.9719752073287964
