,LOC,DATE,ORG,PER
bam,0.9916994571685791,0.995453417301178,0.9877733588218689,0.9962378740310669
bbj,0.9850510358810425,0.995873212814331,0.9967312216758728,0.9976535439491272
ewe,0.9940000772476196,0.9866409301757812,0.9966723322868347,0.9969383478164673
fon,0.9862852692604065,0.990469753742218,0.9953995943069458,0.9921727776527405
hau,0.9834145903587341,0.9892144799232483,0.9936500191688538,0.9965915679931641
ibo,0.9882144331932068,0.9973077178001404,0.997454822063446,0.9974218606948853
kin,0.9972824454307556,0.9951397180557251,0.9963857531547546,0.9940866231918335
lug,0.9960177540779114,0.9853041172027588,0.9895911812782288,0.9994776248931885
luo,0.9964087009429932,0.9955233335494995,0.9943458437919617,0.9977965950965881
mos,0.9903897643089294,0.9935224056243896,0.9955659508705139,0.996449887752533
nya,0.994109034538269,0.9903736710548401,0.9929906129837036,0.9973819255828857
pcm,0.9948808550834656,0.964560866355896,0.9887125492095947,0.9980278611183167
sna,0.991928219795227,0.9907585382461548,0.9951785206794739,0.9960818886756897
swa,0.9982693195343018,0.9665369987487793,0.9854663014411926,0.9974523782730103
tsn,0.9949737191200256,0.9937631487846375,0.9857169389724731,0.9963491559028625
twi,0.9962658882141113,0.9900813102722168,0.9984911680221558,0.9980213642120361
wol,0.9899773597717285,0.9963090419769287,0.9934405088424683,0.9958149194717407
xho,0.9862037301063538,0.9935517907142639,0.9942237734794617,0.9926894903182983
yor,0.9880032539367676,0.9955267906188965,0.9961350560188293,0.9965119957923889
zul,0.9911547899246216,0.9941602945327759,0.9980207085609436,0.9948880672454834
