,LOC,PER,DATE,ORG,Mean
ibo,0.9999972581863403,0.999998927116394,0.999996542930603,0.9999975562095642,0.9999975711107254
lug,0.9999985694885254,0.999998927116394,0.9999934434890747,0.9999980926513672,0.9999972581863403
luo,0.9999988079071045,0.9999953508377075,0.9999959468841553,0.9999983310699463,0.9999971091747284
xho,0.9999943971633911,0.9999980330467224,0.9999958276748657,0.999996542930603,0.9999962002038956
fon,0.999995231628418,0.9999967217445374,0.9999930262565613,0.9999982118606567,0.9999957978725433
wol,0.9999958276748657,0.9999983906745911,0.9999913573265076,0.9999974966049194,0.999995768070221
mos,0.9999984502792358,0.9999991655349731,0.9999874234199524,0.9999971389770508,0.999995544552803
tsn,0.9999971985816956,0.9999986290931702,0.999988317489624,0.9999973773956299,0.9999953806400299
twi,0.9999986290931702,0.9999973773956299,0.9999897480010986,0.9999957084655762,0.9999953657388687
zul,0.9999919533729553,0.9999986886978149,0.9999927282333374,0.9999977350234985,0.9999952763319016
swa,0.9999952912330627,0.9999980330467224,0.9999904632568359,0.9999972581863403,0.9999952614307404
kin,0.9999992251396179,0.9999961256980896,0.9999856948852539,0.9999988675117493,0.9999949783086777
bbj,0.9999964833259583,0.999997615814209,0.9999893307685852,0.9999960064888,0.9999948590993881
nya,0.9999986290931702,0.999998927116394,0.9999833703041077,0.9999983310699463,0.9999948143959045
pcm,0.9999936819076538,0.9999979734420776,0.9999900460243225,0.9999974966049194,0.9999947994947433
ewe,0.9999963641166687,0.999997615814209,0.9999868273735046,0.9999983310699463,0.9999947845935822
bam,0.9999963641166687,0.9999977946281433,0.9999886155128479,0.9999959468841553,0.9999946802854538
sna,0.9999988675117493,0.999998927116394,0.9999817609786987,0.9999979138374329,0.9999943673610687
hau,0.9999977350234985,0.9999985694885254,0.9999812841415405,0.9999962449073792,0.9999934583902359
yor,0.9999866485595703,0.9999908804893494,0.9999960660934448,0.9999957084655762,0.9999923259019852
