,DATE,LOC,PER,ORG
bam,,0.9801836013793945,0.9839761853218079,0.970893144607544
bbj,,0.9590061902999878,0.9754332304000854,0.970538318157196
ewe,,0.9779955744743347,0.9810925126075745,0.9827988743782043
fon,,0.9754366874694824,0.9752072095870972,0.9683748483657837
hau,,0.9852694869041443,0.9912145137786865,0.9878573417663574
ibo,,0.9890714883804321,0.9910529851913452,0.9828426241874695
kin,,0.9915481209754944,0.9939199686050415,0.9937371015548706
lug,,0.9897741079330444,0.9940776228904724,0.9964842796325684
luo,,0.9868654012680054,0.9867652654647827,0.9868800044059753
mos,,0.981454074382782,0.9859821796417236,0.9819711446762085
nya,,0.9889929294586182,0.9934837818145752,0.9929853677749634
pcm,,0.9625284075737,0.9715688824653625,0.9614214301109314
sna,,0.9923449158668518,0.9923855662345886,0.9917502403259277
swa,,0.9653781056404114,0.9747655391693115,0.9719975590705872
tsn,,0.9823054671287537,0.9899035692214966,0.989078164100647
twi,,0.9869654178619385,0.9873687028884888,0.9882537126541138
wol,,0.9819207787513733,0.9859094023704529,0.9852221608161926
xho,,0.9877824783325195,0.9793431758880615,0.991157591342926
yor,,0.9572343230247498,0.959718644618988,0.9636068940162659
zul,,0.9836854934692383,0.9899243116378784,0.9937798380851746
