,LOC,PER,DATE,ORG,Mean
lug,0.910283088684082,0.8961931467056274,0.950649619102478,0.9122940301895142,0.9173549711704254
kin,0.8818386197090149,0.9188816547393799,0.9394042491912842,0.9219202399253845,0.9155111908912659
twi,0.9025291800498962,0.9294551610946655,0.8888452053070068,0.9210683703422546,0.9104744791984558
luo,0.9036749601364136,0.8930093050003052,0.911892831325531,0.8983328938484192,0.9017274975776672
tsn,0.8639552593231201,0.9069511890411377,0.9273366928100586,0.8851510286331177,0.8958485424518585
ibo,0.8182421326637268,0.9155627489089966,0.9360062479972839,0.9063755869865417,0.8940466791391373
sna,0.8167847394943237,0.9046902060508728,0.94336998462677,0.8940666317939758,0.8897278904914856
nya,0.8131111264228821,0.9292591214179993,0.8845593333244324,0.9131723642349243,0.8850254863500595
zul,0.8535571098327637,0.8645265102386475,0.9170289635658264,0.9048299193382263,0.884985625743866
swa,0.8959694504737854,0.9116646647453308,0.8492602109909058,0.832650363445282,0.872386172413826
hau,0.7813156247138977,0.9093902707099915,0.8599988222122192,0.8980348110198975,0.8621848821640015
wol,0.7732135057449341,0.9098001718521118,0.9144236445426941,0.843109667301178,0.8601367473602295
fon,0.8111342787742615,0.8954063057899475,0.8313015103340149,0.8888362050056458,0.8566695749759674
bam,0.8445149660110474,0.8981307148933411,0.8759806752204895,0.8002901077270508,0.8547291159629822
xho,0.7664641737937927,0.8599855303764343,0.88544762134552,0.8908991813659668,0.8506991267204285
mos,0.8176232576370239,0.9021872878074646,0.7781470417976379,0.8700835704803467,0.8420102894306183
ewe,0.8564090132713318,0.8687219619750977,0.6839397549629211,0.8747020363807678,0.8209431916475296
pcm,0.8523561954498291,0.912474513053894,0.6756682991981506,0.8059340715408325,0.8116082698106766
bbj,0.6729925870895386,0.9030928611755371,0.7799527049064636,0.8547364473342896,0.8026936501264572
yor,0.622237503528595,0.8198760747909546,0.8321509957313538,0.8523287177085876,0.7816483229398727
