,LOC,DATE,ORG,PER,Mean
lug,0.9999967813491821,0.9999955296516418,0.999998927116394,0.9999992251396179,0.999997615814209
sna,0.9999987483024597,0.9999943971633911,0.9999988675117493,0.9999980926513672,0.9999975264072418
xho,0.9999983310699463,0.9999960660934448,0.9999972581863403,0.9999980330467224,0.9999974220991135
kin,0.9999983906745911,0.9999939799308777,0.999997615814209,0.9999991059303284,0.9999972730875015
luo,0.9999984502792358,0.9999951720237732,0.9999960660934448,0.9999986290931702,0.999997079372406
nya,0.9999977946281433,0.9999933838844299,0.9999977350234985,0.9999992847442627,0.9999970495700836
tsn,0.9999973773956299,0.9999945759773254,0.9999973177909851,0.9999972581863403,0.9999966323375702
zul,0.9999957084655762,0.9999944567680359,0.9999977350234985,0.9999983310699463,0.9999965578317642
fon,0.9999975562095642,0.9999949336051941,0.9999968409538269,0.9999967217445374,0.9999965131282806
ibo,0.9999964237213135,0.9999966621398926,0.9999946355819702,0.9999979734420776,0.9999964237213135
wol,0.9999970197677612,0.9999910593032837,0.9999977946281433,0.9999982118606567,0.9999960213899612
yor,0.9999949932098389,0.9999969005584717,0.9999942183494568,0.9999975562095642,0.9999959170818329
twi,0.9999963641166687,0.999993085861206,0.9999953508377075,0.9999960064888,0.9999952018260956
pcm,0.9999959468841553,0.9999909996986389,0.999995231628418,0.9999970197677612,0.9999947994947433
bam,0.9999970197677612,0.9999944567680359,0.9999948740005493,0.9999883770942688,0.9999936819076538
ewe,0.9999973773956299,0.9999815225601196,0.9999966621398926,0.9999980926513672,0.9999934136867523
swa,0.9999951720237732,0.9999880790710449,0.9999934434890747,0.9999961256980896,0.9999932050704956
bbj,0.9999943971633911,0.9999808073043823,0.9999962449073792,0.9999892711639404,0.9999901801347733
mos,0.9999973177909851,0.9999855756759644,0.9999959468841553,0.9999751448631287,0.9999884963035583
hau,0.9999959468841553,0.9999557137489319,0.9999906420707703,0.9999945163726807,0.9999842047691345
