,DATE,LOC,PER,ORG
bam,0.7731181383132935,0.7543409466743469,0.8742785453796387,0.7618350982666016
bbj,0.6632399559020996,0.5163057446479797,0.8776600956916809,0.7564290761947632
ewe,0.5374132990837097,0.8113871812820435,0.882538914680481,0.868320107460022
fon,0.742759644985199,0.6410813331604004,0.8702725768089294,0.8110643029212952
hau,0.8626261949539185,0.6785345077514648,0.8853567838668823,0.8755480647087097
ibo,0.8997378945350647,0.8120546936988831,0.8826032280921936,0.8833365440368652
kin,0.8835805654525757,0.902030348777771,0.887832522392273,0.9028564691543579
lug,0.7800732254981995,0.8986866474151611,0.9722866415977478,0.8694211840629578
luo,0.8479844927787781,0.8630342483520508,0.8903564214706421,0.8570314049720764
mos,0.5795751810073853,0.7259823679924011,0.8642033934593201,0.8243367075920105
nya,0.8451690673828125,0.8183684349060059,0.9087619185447693,0.9052906632423401
pcm,0.5429444909095764,0.8111422657966614,0.8859549760818481,0.7862200140953064
sna,0.9020791053771973,0.7533720135688782,0.8992252945899963,0.8890960812568665
swa,0.7527349591255188,0.8863151669502258,0.8972492814064026,0.8285369277000427
tsn,0.8631384968757629,0.7838948965072632,0.8717833161354065,0.8699432015419006
twi,0.7958257794380188,0.8544368147850037,0.9108428955078125,0.9159872531890869
wol,0.8494534492492676,0.690416693687439,0.8805540800094604,0.863445520401001
xho,0.9089285731315613,0.6387187838554382,0.8511966466903687,0.8692024946212769
yor,0.7029874920845032,0.5106385350227356,0.7244438529014587,0.7876752614974976
zul,0.8666711449623108,0.7614087462425232,0.8216681480407715,0.9025999903678894
