,LOC,ORG,PER,DATE
bam,0.9995129704475403,0.9996964931488037,,
bbj,0.9988051056861877,0.9998529553413391,,
ewe,,0.9996691346168518,0.9985859394073486,
fon,0.9995378851890564,0.9997597336769104,0.9988135099411011,
hau,0.9989914894104004,0.9996469020843506,0.9989742040634155,
ibo,0.9987748265266418,0.9998453855514526,,
kin,0.999448835849762,0.9996067881584167,0.9993964433670044,
lug,,0.9998184442520142,0.999691367149353,
luo,,0.9994622468948364,0.9993632435798645,
mos,,0.9997848868370056,0.9985442161560059,
nya,0.9993694424629211,0.9997720718383789,0.9996819496154785,
pcm,0.9993904829025269,0.9990989565849304,0.999513566493988,
sna,0.9990320801734924,0.9995511174201965,0.9997251033782959,
swa,0.9995532631874084,0.9995070695877075,0.9991434812545776,
tsn,0.9994639158248901,0.9995342493057251,,
twi,0.9995685815811157,0.9999157786369324,0.9992645382881165,
wol,0.9996336102485657,0.9991876482963562,0.9993391633033752,
xho,0.999384880065918,,0.998792290687561,
yor,0.9989750385284424,0.9998616576194763,,
zul,0.9989548325538635,,0.9990754723548889,
