,DATE,PER,LOC,ORG,Mean
twi,0.9734847545623779,0.9948945045471191,0.9952638149261475,0.9939879775047302,0.9894077628850937
tsn,0.9848756790161133,0.9933123588562012,0.9878919124603271,0.9858227968215942,0.987975686788559
luo,0.9804834723472595,0.9888516664505005,0.9914422631263733,0.9901390075683594,0.9877291023731232
kin,0.9681372046470642,0.9854336380958557,0.9905903935432434,0.9929844737052917,0.9842864274978638
sna,0.9871387481689453,0.9950892329216003,0.965596616268158,0.9858494997024536,0.9834185242652893
nya,0.9667856693267822,0.9937935471534729,0.9789410829544067,0.9899538159370422,0.982368528842926
zul,0.984672486782074,0.9808821678161621,0.9750984907150269,0.9880185127258301,0.9821679145097733
swa,0.9545075297355652,0.9931609630584717,0.9956102967262268,0.9795726537704468,0.9807128608226776
ibo,0.989704966545105,0.9930192828178406,0.9475187659263611,0.9888864755630493,0.979782372713089
xho,0.9877236485481262,0.9830043911933899,0.9580760598182678,0.9832261204719543,0.9780075550079346
hau,0.9885669946670532,0.9922544956207275,0.9463085532188416,0.9845808744430542,0.9779277294874191
lug,0.9293636679649353,0.9981046319007874,0.9941472411155701,0.9882999658584595,0.977478876709938
bam,0.9611192345619202,0.9881827235221863,0.9674094319343567,0.9816026091575623,0.9745784997940063
wol,0.9616671800613403,0.9914125204086304,0.9549770355224609,0.9869847893714905,0.9737603813409805
ewe,0.9296729564666748,0.9885908365249634,0.9868056774139404,0.988328218460083,0.9733494222164154
pcm,0.9061881899833679,0.9962389469146729,0.9937442541122437,0.9841327667236328,0.9700760394334793
fon,0.9714058637619019,0.9793946146965027,0.9335289001464844,0.9872555136680603,0.9678962230682373
mos,0.9300644993782043,0.9896074533462524,0.9507663249969482,0.9885176420211792,0.9647389799356461
bbj,0.9387031197547913,0.9904119968414307,0.9296503663063049,0.9782323837280273,0.9592494666576385
yor,0.9525204300880432,0.9633119106292725,0.925363302230835,0.9884397983551025,0.9574088603258133
