,ORG,PER,DATE,LOC
bam,0.9637079238891602,0.9804995656013489,,0.9723247289657593
bbj,0.969262957572937,0.9728263020515442,,0.9553602337837219
ewe,0.9810274839401245,0.9781396389007568,,0.9723401069641113
fon,0.9697479009628296,0.9686449766159058,,0.9685787558555603
hau,0.9847480654716492,0.9919454455375671,,0.9806885719299316
ibo,0.9821506142616272,0.9904654622077942,,0.9838057160377502
kin,0.9892299175262451,0.9919039607048035,,0.9866639971733093
lug,0.9941810369491577,0.9904019832611084,,0.9813821315765381
luo,0.978772759437561,0.9838926792144775,,0.9773964881896973
mos,0.9819245934486389,0.9849941730499268,,0.9817292094230652
nya,0.9885108470916748,0.9868403077125549,,0.9808658361434937
pcm,0.9594044089317322,0.9660069942474365,,0.9455762505531311
sna,0.9886096715927124,0.9897938966751099,,0.9904661774635315
swa,0.9608147144317627,0.9612870216369629,,0.9469738602638245
tsn,0.9842982292175293,0.98598313331604,,0.9753803610801697
twi,0.9866441488265991,0.9839082956314087,,0.9792211651802063
wol,0.9839195609092712,0.9846672415733337,,0.979439377784729
xho,0.9879889488220215,0.9739453792572021,,0.9838696122169495
yor,0.9632872939109802,0.9534675478935242,,0.9381109476089478
zul,0.9925440549850464,0.9852971434593201,,0.9731532335281372
