,ORG,PER,DATE,LOC
bam,0.968292236328125,0.9840192794799805,,0.9639171361923218
bbj,0.9673831462860107,0.9754332304000854,,0.9414505958557129
ewe,0.9810585975646973,0.9810925126075745,,0.9623408317565918
fon,0.9698370695114136,0.9738250374794006,,0.9566044807434082
hau,0.985801100730896,0.9904955625534058,,0.9693435430526733
ibo,0.9809790849685669,0.9910529851913452,,0.9728851914405823
kin,0.9907177686691284,0.9939199686050415,,0.9751322865486145
lug,0.9949718713760376,0.9929722547531128,,0.9741313457489014
luo,0.9815446138381958,0.9874523282051086,,0.9665327072143555
mos,0.9796329736709595,0.9865845441818237,,0.96511310338974
nya,0.9902563691139221,0.9911400079727173,,0.9712278842926025
pcm,0.9589916467666626,0.9715688824653625,,0.9350380301475525
sna,0.99029541015625,0.9917330145835876,,0.9763630032539368
swa,0.9710253477096558,0.9747655391693115,,0.9496742486953735
tsn,0.9876576662063599,0.9899035692214966,,0.9649075269699097
twi,0.986754834651947,0.987592339515686,,0.967889130115509
wol,0.9827783703804016,0.9859094023704529,,0.9628657102584839
xho,0.9892903566360474,0.9793431758880615,,0.9702920317649841
yor,0.958588182926178,0.947297990322113,,0.9310084581375122
zul,0.9923484921455383,0.9899243116378784,,0.96251380443573
