,PER,ORG,LOC,DATE,Mean
kin,0.9279423952102661,0.970660388469696,0.915237545967102,0.9380046129226685,0.9379612356424332
lug,0.9833229780197144,0.8912623524665833,0.9250331521034241,0.9107982516288757,0.9276041835546494
luo,0.9284563064575195,0.9589862823486328,0.8953714370727539,0.918519914150238,0.9253334850072861
ibo,0.9255622029304504,0.9645901918411255,0.8646065592765808,0.9393033385276794,0.923515573143959
twi,0.9349380731582642,0.9665652513504028,0.8765965700149536,0.9076003432273865,0.9214250594377518
zul,0.9239042401313782,0.9623821973800659,0.8530646562576294,0.9365090131759644,0.9189650267362595
tsn,0.9368610978126526,0.945007860660553,0.8666519522666931,0.9227926135063171,0.917828381061554
wol,0.9304458498954773,0.9567382335662842,0.8390353322029114,0.940704345703125,0.9167309403419495
nya,0.9090825319290161,0.9629088044166565,0.8735052347183228,0.9113609790802002,0.9142143875360489
sna,0.9282175302505493,0.9489271640777588,0.850813627243042,0.919122576713562,0.911770224571228
ewe,0.9248601198196411,0.9619386196136475,0.8787546753883362,0.8797593116760254,0.9113281816244125
swa,0.9481908082962036,0.9333117008209229,0.9223437309265137,0.8227477669715881,0.9066485017538071
xho,0.9162936806678772,0.9463143944740295,0.8072669506072998,0.9341557025909424,0.9010076820850372
pcm,0.9414913058280945,0.9398321509361267,0.8764727115631104,0.8089348077774048,0.8916827440261841
bam,0.9259729981422424,0.9134588837623596,0.8282217383384705,0.886994481086731,0.8886620253324509
hau,0.9263614416122437,0.9125655293464661,0.7822643518447876,0.8924573659896851,0.8784121721982956
mos,0.9354246854782104,0.9570478200912476,0.829175591468811,0.7806198596954346,0.8755669891834259
yor,0.8953064680099487,0.9246372580528259,0.7464492321014404,0.8866593837738037,0.8632630854845047
bbj,0.923450767993927,0.9321775436401367,0.7651723027229309,0.8210336565971375,0.860458567738533
fon,0.9251891374588013,0.9555190205574036,0.7394210696220398,0.8205481767654419,0.8601693511009216
