,ORG,PER,LOC,DATE,Mean
kin,0.9528403878211975,0.8764931559562683,0.9387314319610596,0.8681391477584839,0.9190524695745481
luo,0.9483314156532288,0.8746656179428101,0.933019757270813,0.8696781396865845,0.9161794933618284
ibo,0.9454988241195679,0.8735237121582031,0.9170297980308533,0.8741819262504578,0.9114777683432586
twi,0.9656926989555359,0.8886681199073792,0.9322780966758728,0.824016809463501,0.9069632981337753
hau,0.935239315032959,0.8704069256782532,0.9087330102920532,0.864220142364502,0.9020970206634671
zul,0.9360867738723755,0.8649187088012695,0.924139678478241,0.8401038646697998,0.8994200782838211
tsn,0.9253039360046387,0.8802021741867065,0.9298709630966187,0.8420374393463135,0.8987008068296645
nya,0.9457029104232788,0.8773117661476135,0.9057321548461914,0.8414888381958008,0.8972426828216103
sna,0.9224401712417603,0.8708576560020447,0.9112931489944458,0.8445374965667725,0.8923275412297716
swa,0.9226137399673462,0.8770995736122131,0.9129858016967773,0.8240026235580444,0.8863490652414708
lug,0.9436902403831482,0.8428488373756409,0.912126898765564,0.804084300994873,0.8857752844399097
bam,0.8822500109672546,0.862276017665863,0.941394567489624,0.8338920474052429,0.8853833944189782
wol,0.9179547429084778,0.8882119655609131,0.8966939449310303,0.8210241794586182,0.8787469232783598
xho,0.9200682640075684,0.8399213552474976,0.8752104043960571,0.8350316286087036,0.8760475746167251
fon,0.9388434290885925,0.8517189025878906,0.9006466865539551,0.7800314426422119,0.8727531674640631
mos,0.9421819448471069,0.8480081558227539,0.9061769843101501,0.7710314393043518,0.8726375352323444
ewe,0.9335485696792603,0.8658885955810547,0.9238342046737671,0.7402468323707581,0.86587677204531
bbj,0.9221466779708862,0.8733513951301575,0.8435720205307007,0.7912272810935974,0.8527277984650307
pcm,0.8954145312309265,0.8679755926132202,0.9322345852851868,0.7271264791488647,0.8519131147783566
yor,0.913948655128479,0.8163818717002869,0.8398274183273315,0.7950633764266968,0.8489615562694525
