layer,model,rank_type,language,pearson
2,xlmr,top5,kin,0.9825512510782388
2,xlmr,top5,twi,0.9818929036754687
2,xlmr,top5,luo,0.9796535237659254
2,xlmr,top5,sna,0.9780620537443301
2,xlmr,top5,lug,0.9778253335010955
2,xlmr,worst5,fon,0.9571705724686422
2,xlmr,worst5,bbj,0.9615340372990926
2,xlmr,worst5,hau,0.9632417732559225
2,xlmr,worst5,yor,0.9636958476942981
2,xlmr,worst5,pcm,0.9663466347488351
3,xlmr,top5,kin,0.9882328226751331
3,xlmr,top5,twi,0.9874489503539509
3,xlmr,top5,luo,0.9858940571124172
3,xlmr,top5,nya,0.9850047986150018
3,xlmr,top5,sna,0.9849391795994208
3,xlmr,worst5,fon,0.9694097101152535
3,xlmr,worst5,bbj,0.9725607336922281
3,xlmr,worst5,hau,0.9737759653158604
3,xlmr,worst5,pcm,0.9749588131599183
3,xlmr,worst5,yor,0.9759585753270066
10,xlmr,top5,kin,0.9887853133381818
10,xlmr,top5,twi,0.9879539183996751
10,xlmr,top5,nya,0.9867624808804226
10,xlmr,top5,sna,0.9866953265510914
10,xlmr,top5,lug,0.9866467580130052
10,xlmr,worst5,bbj,0.9682587058704061
10,xlmr,worst5,fon,0.9695016866230008
10,xlmr,worst5,pcm,0.9733170132656961
10,xlmr,worst5,yor,0.9755555117863928
10,xlmr,worst5,hau,0.9760470196205401
12,xlmr,top5,kin,0.9991476107872955
12,xlmr,top5,sna,0.9990958379431114
12,xlmr,top5,nya,0.9990528549885084
12,xlmr,top5,luo,0.9990293467652254
12,xlmr,top5,lug,0.9990229347446098
12,xlmr,worst5,fon,0.9970871093954403
12,xlmr,worst5,bbj,0.9973649231735018
12,xlmr,worst5,yor,0.9979439642866759
12,xlmr,worst5,pcm,0.9980674142478732
12,xlmr,worst5,hau,0.9980997525615418
