,LOC,DATE,PER,ORG
bam,0.969530463218689,0.9716296792030334,0.9785515069961548,0.9684767127037048
bbj,0.952385663986206,0.9560885429382324,0.9867647290229797,0.9870372414588928
ewe,0.9737812280654907,0.9613479375839233,0.9870479702949524,0.9897374510765076
fon,0.9526387453079224,0.9539472460746765,0.9795413017272949,0.989154040813446
hau,0.9353532791137695,0.9696202874183655,0.9800805449485779,0.9704837203025818
ibo,0.9635687470436096,0.9849962592124939,0.9843361377716064,0.9909379482269287
kin,0.980588436126709,0.9863563776016235,0.9833982586860657,0.9923739433288574
lug,0.9827603697776794,0.9805919528007507,0.9968456029891968,0.9644798636436462
luo,0.9816984534263611,0.9789612889289856,0.9865182042121887,0.9865041971206665
mos,0.9654027223587036,0.9554709196090698,0.9774678945541382,0.9865217208862305
nya,0.974716067314148,0.976604163646698,0.9864041209220886,0.988514244556427
pcm,0.9754393100738525,0.9410279393196106,0.9878959059715271,0.9806640148162842
sna,0.9675710201263428,0.9779934287071228,0.9843242168426514,0.9858417510986328
swa,0.9894382357597351,0.9426699876785278,0.9874716401100159,0.974711000919342
tsn,0.976028561592102,0.9806891083717346,0.9846689701080322,0.9745815992355347
twi,0.9822245836257935,0.9761213064193726,0.9860867857933044,0.9919645190238953
wol,0.963026225566864,0.9833639860153198,0.9825205206871033,0.9857065081596375
xho,0.9560414552688599,0.9829634428024292,0.9795148372650146,0.9776645302772522
yor,0.9491235017776489,0.9707567691802979,0.9753667116165161,0.9812207818031311
zul,0.9666019082069397,0.983376681804657,0.9820491671562195,0.9858806729316711
