,DATE,LOC,ORG,PER
bam,,0.9999634623527527,0.9999728798866272,0.9999138116836548
bbj,,0.9999786019325256,0.9999810457229614,0.9999412298202515
ewe,,0.9999855756759644,0.9999846816062927,0.9999249577522278
fon,,0.9999659657478333,0.9999743700027466,0.9999097585678101
hau,,0.9999918937683105,0.9999803304672241,0.9999476671218872
ibo,,0.9999848008155823,0.9999769926071167,0.9999376535415649
kin,,0.9999895691871643,0.999985933303833,0.9999469518661499
lug,,0.9999899864196777,0.9999892711639404,0.9999529123306274
luo,,0.9999860525131226,0.9999809861183167,0.999946117401123
mos,,0.9999838471412659,0.9999850392341614,0.9999271035194397
nya,,0.9999856948852539,0.9999778270721436,0.9999434351921082
pcm,,0.9999789595603943,0.9999728798866272,0.9999301433563232
sna,,0.9999897480010986,0.9999902248382568,0.9999206066131592
swa,,0.9999848008155823,0.9999709725379944,0.9999480843544006
tsn,,0.9999822378158569,0.9999843835830688,0.9999291300773621
twi,,0.9999820590019226,0.9999854564666748,0.9999035000801086
wol,,0.999981164932251,0.9999803304672241,0.9999271631240845
xho,,0.9999887943267822,0.9999861121177673,0.999948263168335
yor,,0.9999803304672241,0.99997878074646,0.9999516606330872
zul,,0.9999867081642151,0.9999871850013733,0.9999448657035828
