,PER,LOC,DATE,ORG
bam,0.8565202951431274,0.9612392783164978,0.9797974824905396,0.9619731307029724
bbj,0.8673667311668396,0.9393381476402283,0.9679619669914246,0.9780259728431702
ewe,0.8777695298194885,0.964858889579773,0.9647464752197266,0.9831349849700928
fon,0.8707513213157654,0.9465306997299194,0.9545785784721375,0.9796000123023987
hau,0.8675063848495483,0.9130011796951294,0.9603939056396484,0.9733134508132935
ibo,0.867009699344635,0.9393504858016968,0.9898308515548706,0.9851258397102356
kin,0.8574857711791992,0.9637342691421509,0.9883335828781128,0.9870542883872986
lug,0.8556268215179443,0.9761220216751099,0.988365113735199,0.9702646732330322
luo,0.881763219833374,0.9738631248474121,0.976444661617279,0.9843049645423889
mos,0.8609204888343811,0.9513425827026367,0.9499518871307373,0.9779534935951233
nya,0.871377170085907,0.9501316547393799,0.9781346321105957,0.9840598106384277
pcm,0.8779997229576111,0.9668712019920349,0.9321635961532593,0.9641721248626709
sna,0.8749822974205017,0.9541271328926086,0.988569438457489,0.9713454842567444
swa,0.8673052787780762,0.9775746464729309,0.9397305846214294,0.9565814733505249
tsn,0.870898962020874,0.9629365801811218,0.9878901243209839,0.982014536857605
twi,0.8715574741363525,0.9688069224357605,0.9811224341392517,0.988834798336029
wol,0.8587419986724854,0.9359009265899658,0.9848490953445435,0.97530198097229
xho,0.8600814938545227,0.9485463500022888,0.9786880612373352,0.9790166616439819
yor,0.8625400066375732,0.9356929659843445,0.9738370776176453,0.9675182700157166
zul,0.8665104508399963,0.961333155632019,0.9853564500808716,0.9848366975784302
