,DATE,ORG,LOC,PER
bam,,0.9129225611686707,0.9331640601158142,
bbj,,0.9262007474899292,0.8529355525970459,
ewe,,0.9212638139724731,,0.826147198677063
fon,,0.9451267123222351,0.9205807447433472,0.8119158744812012
hau,,0.9530178904533386,0.9025014638900757,0.8253874778747559
ibo,,0.9397739768028259,0.9346330761909485,
kin,,0.9156891703605652,0.9226351976394653,0.7985947132110596
lug,,0.9529738426208496,,0.8046696782112122
luo,,0.9075320959091187,,0.8398498892784119
mos,,0.9388324618339539,,0.7962795495986938
nya,,0.9296035170555115,0.9371736645698547,
pcm,,,0.9165433049201965,0.8190486431121826
sna,,,0.9145445823669434,0.827803373336792
swa,,0.8482031226158142,0.9007483720779419,0.8399774432182312
tsn,,0.9355789422988892,0.930892288684845,
twi,,0.958043098449707,0.9315659999847412,0.8270505666732788
wol,,0.9242994785308838,0.9037648439407349,0.8506738543510437
xho,,,0.8946449160575867,0.8085036873817444
yor,,0.9227394461631775,0.8416087031364441,
zul,,,0.9022740125656128,
