,DATE,ORG,LOC,PER
bam,0.7778664827346802,0.6414342522621155,0.6858111619949341,0.5427307486534119
bbj,0.6256805062294006,0.6968945860862732,0.41757455468177795,0.5700041055679321
ewe,0.5247658491134644,0.7832254767417908,0.7202407717704773,0.5452033281326294
fon,0.7204852104187012,0.7786367535591125,0.6306055188179016,0.5522695779800415
hau,0.8523321747779846,0.816116213798523,0.5727447867393494,0.558139979839325
ibo,0.8833552598953247,0.8365873694419861,0.6390957832336426,0.5988210439682007
kin,0.8793854117393494,0.8551269173622131,0.7307708859443665,0.5180311799049377
lug,0.7592160105705261,0.815316379070282,0.8672215938568115,0.47973403334617615
luo,0.838612973690033,0.818745493888855,0.802344560623169,0.5564471483230591
mos,0.621558427810669,0.7693340182304382,0.6302244663238525,0.5864539742469788
nya,0.8458424806594849,0.8515139222145081,0.6321955323219299,0.5981940627098083
pcm,0.46087250113487244,0.7233302593231201,0.736466109752655,0.532198429107666
sna,0.8935109972953796,0.82347571849823,0.6121959686279297,0.5724603533744812
swa,0.72894686460495,0.7236742973327637,0.8055029511451721,0.5391281247138977
tsn,0.8710676431655884,0.8013986349105835,0.6907068490982056,0.5703633427619934
twi,0.7607348561286926,0.8544405102729797,0.7657991647720337,0.5793808102607727
wol,0.8497436046600342,0.8137703537940979,0.55385422706604,0.5721738338470459
xho,0.8717952966690063,0.7941026091575623,0.5448793172836304,0.5873205065727234
yor,0.6875048279762268,0.7136248350143433,0.45424795150756836,0.446750283241272
zul,0.8568381071090698,0.824897050857544,0.7027941346168518,0.564725935459137
