,DATE,PER,ORG,LOC
bam,0.9998307228088379,0.9998505115509033,0.9997851848602295,0.99984210729599
bbj,0.9996517896652222,0.9997952580451965,0.9997087717056274,0.9997001886367798
ewe,0.9996197819709778,0.9998324513435364,0.9997934103012085,0.9997962713241577
fon,0.9996630549430847,0.9997938275337219,0.9997944831848145,0.9998160004615784
hau,0.9998655319213867,0.9999252557754517,0.9999033808708191,0.9998982548713684
ibo,0.9999108910560608,0.9999098181724548,0.9998252391815186,0.9998886585235596
kin,0.9999060034751892,0.9999516606330872,0.9999288320541382,0.999932050704956
lug,0.9999189972877502,0.9999505281448364,0.9999477863311768,0.9998289346694946
luo,0.9998440146446228,0.9998713135719299,0.9998046159744263,0.999849259853363
mos,0.9998019337654114,0.9998849630355835,0.9998525381088257,0.9998769164085388
nya,0.9998694062232971,0.9999260902404785,0.9999066591262817,0.9998900890350342
pcm,0.9992566108703613,0.9997910857200623,0.9995803236961365,0.9996448159217834
sna,0.9998913407325745,0.9999119639396667,0.999946653842926,0.9999088644981384
swa,0.9997601509094238,0.9999040365219116,0.9996780753135681,0.9998283386230469
tsn,0.9998878836631775,0.9999119639396667,0.9997803568840027,0.999843955039978
twi,0.9997848868370056,0.9998619556427002,0.9998583793640137,0.9997879266738892
wol,0.999794602394104,0.9998863935470581,0.9997437000274658,0.9998718500137329
xho,0.9998965263366699,0.9998527765274048,0.9999180436134338,0.9998958706855774
yor,0.9996398091316223,0.9997578263282776,0.9997722506523132,0.9996440410614014
zul,0.9998863935470581,0.9998822212219238,0.9999561309814453,0.9998893141746521
