,DATE,PER,ORG,LOC
bam,,,0.7938556671142578,0.955639123916626
bbj,,,0.9003496766090393,0.8243986964225769
ewe,,0.9505494832992554,0.9154478907585144,
fon,,0.954048216342926,0.931759238243103,0.9228561520576477
hau,,0.933548092842102,0.8627967834472656,0.9241131544113159
ibo,,,0.9322495460510254,0.8878430128097534
kin,,0.9577124118804932,0.9360650181770325,0.9509910345077515
lug,,0.9406371116638184,0.8814865946769714,
luo,,0.923965573310852,0.8683186173439026,
mos,,0.9497748017311096,0.8858563899993896,
nya,,0.9564493894577026,0.9229279160499573,0.9229984283447266
pcm,,0.9707077741622925,,0.9339188933372498
sna,,0.9350467920303345,0.9099223613739014,0.9281899929046631
swa,,0.9642742872238159,0.8516421914100647,0.9626134634017944
tsn,,,0.9301245808601379,0.9282047152519226
twi,,0.9737993478775024,0.9442923665046692,0.9613587260246277
wol,,0.9593127965927124,0.9151731133460999,0.8970122337341309
xho,,0.891207754611969,,0.8936219215393066
yor,,,0.8697792291641235,0.8073819875717163
zul,,0.914795458316803,,0.9221778512001038
