,ORG,LOC,DATE,PER,Mean
kin,0.8576748967170715,0.8468849658966064,0.8790667653083801,0.5444290041923523,0.8562202165758829
lug,0.8083750605583191,0.8989726901054382,0.8135960102081299,0.5873882174491882,0.8363314945240972
luo,0.82175213098526,0.8270738124847412,0.8393341898918152,0.5899413228034973,0.8256159176038006
ibo,0.8487889766693115,0.7332427501678467,0.8942949175834656,0.6082157492637634,0.8220213255857233
nya,0.8620990514755249,0.7700728178024292,0.8341516256332397,0.5767616629600525,0.8182441124453006
twi,0.8831945061683655,0.7884242534637451,0.7781198620796204,0.5855708718299866,0.8129416087793866
sna,0.8555442094802856,0.6797017455101013,0.9003547430038452,0.5936772227287292,0.8084308414321559
swa,0.8033149242401123,0.845945417881012,0.7693769931793213,0.5494210124015808,0.8021684855300923
zul,0.8542571663856506,0.6870405077934265,0.8618263602256775,0.5831062197685242,0.7976092955884658
tsn,0.8301160931587219,0.6788579225540161,0.8660488724708557,0.5597118735313416,0.7880213445252947
hau,0.8353159427642822,0.6070981621742249,0.8547454476356506,0.5846408605575562,0.7628682132155251
xho,0.8171147108078003,0.5724421739578247,0.9041870832443237,0.6002965569496155,0.7619941610050952
wol,0.8070535063743591,0.6163582801818848,0.8435244560241699,0.590558648109436,0.7530456226015967
ewe,0.8187626600265503,0.7576794624328613,0.572628378868103,0.5840405821800232,0.7142731132782664
bam,0.7010989785194397,0.6660712957382202,0.7589740753173828,0.5592482089996338,0.7063609788736959
fon,0.7654827833175659,0.5446153283119202,0.7217747569084167,0.556792676448822,0.6753933454748839
pcm,0.7617201209068298,0.7475400567054749,0.5180473327636719,0.5479976534843445,0.6737570202569636
mos,0.7683500051498413,0.6547406911849976,0.5627327561378479,0.5679382681846619,0.6604607904677003
yor,0.7318583726882935,0.42938822507858276,0.6748045086860657,0.46417877078056335,0.609688873835436
bbj,0.6951951384544373,0.41908928751945496,0.6446747779846191,0.5970250964164734,0.5864883230270677
