,DATE,PER,ORG,LOC
bam,,0.9897279739379883,0.9626346826553345,0.9517425298690796
bbj,,0.9847199320793152,0.977497935295105,0.9097519516944885
ewe,,0.9745133519172668,0.9839484691619873,0.9831476211547852
fon,,0.9656401872634888,0.9846096038818359,0.9108865261077881
hau,,0.9843368530273438,0.9794284701347351,0.9250329732894897
ibo,,0.9916221499443054,0.9814560413360596,0.9273885488510132
kin,,0.9843936562538147,0.9883257150650024,0.9843639135360718
lug,,0.9682049751281738,0.9842690229415894,0.9881266355514526
luo,,0.9815998673439026,0.9845341444015503,0.9846144318580627
mos,,0.9806357026100159,0.98288893699646,0.9229716062545776
nya,,0.9954617619514465,0.9862667918205261,0.9164917469024658
pcm,,0.9936279654502869,0.9588289260864258,0.9900655746459961
sna,,0.9806470274925232,0.9681200981140137,0.9531623125076294
swa,,0.9818210601806641,0.9648739099502563,0.9921546578407288
tsn,,0.9851469993591309,0.9763813614845276,0.9705425500869751
twi,,0.9929933547973633,0.9908635020256042,0.9911178946495056
wol,,0.9862485527992249,0.9785801768302917,0.9298425316810608
xho,,0.9380518794059753,0.9766721725463867,0.9342816472053528
yor,,0.960590660572052,0.9765691161155701,0.9020049571990967
zul,,0.9612401723861694,0.9812213182449341,0.9577571153640747
