,PER,ORG,DATE,LOC,Mean
kin,0.8608705997467041,0.9751108288764954,,0.9479086399078369,0.9591510046739131
twi,0.8575925230979919,0.9765266180038452,,0.9454209804534912,0.9585508005693555
nya,0.876872718334198,0.9696851968765259,,0.9511128067970276,0.958441354567185
luo,0.8625970482826233,0.965222954750061,,0.952325165271759,0.9565199112985283
ibo,0.8474620580673218,0.9661514163017273,,0.9503240585327148,0.9556414324324578
zul,0.8684499263763428,0.9646901488304138,,0.9467195272445679,0.9536598010454327
hau,0.8620662093162537,0.9682744145393372,,0.9362422823905945,0.9501444702036679
sna,0.8638088703155518,0.9683529734611511,,0.9354060888290405,0.9498153750319034
lug,0.8570518493652344,0.965889573097229,,0.9332231879234314,0.947388305561617
mos,0.8416959047317505,0.9530624747276306,,0.9445497989654541,0.9462957407813519
tsn,0.8671981692314148,0.9586469531059265,,0.9364597797393799,0.9456700414884835
swa,0.8620501160621643,0.9492409229278564,,0.9326499700546265,0.93909633718431
xho,0.8302776217460632,0.9552308917045593,,0.9267407655715942,0.9383911050390452
wol,0.8713135719299316,0.9548109769821167,,0.9171082973480225,0.934444495011121
pcm,0.8611164689064026,0.9359354972839355,,0.9334985017776489,0.9329919870942831
fon,0.8445741534233093,0.9346799850463867,,0.9328227043151855,0.931661254260689
ewe,0.8508286476135254,0.9515130519866943,,0.9143481254577637,0.9310063244774938
yor,0.8386580944061279,0.951107382774353,,0.9075279235839844,0.9271928197704256
bbj,0.8573071360588074,0.9365872740745544,,0.889762282371521,0.9118653803598136
bam,0.8524607419967651,0.8642257452011108,,0.9455210566520691,0.9036449792329222
