,PER,ORG,DATE,LOC,Mean
kin,0.882141649723053,0.9756154417991638,,0.9568130373954773,0.9642437882721424
twi,0.884216845035553,0.9765897989273071,,0.9548646211624146,0.9638168108649552
nya,0.8967469930648804,0.9693946838378906,,0.9598428010940552,0.9630279983393848
luo,0.8871118426322937,0.9659519195556641,,0.9592636227607727,0.960838335333392
ibo,0.8761136531829834,0.9652682542800903,,0.9561116099357605,0.9587076755706221
lug,0.8822875618934631,0.9681059122085571,,0.9506404995918274,0.9575665111187845
zul,0.8923514485359192,0.9686514139175415,,0.9495001435279846,0.9575119272340089
hau,0.8796401619911194,0.9676243662834167,,0.9442710876464844,0.9541592684108764
sna,0.8886654376983643,0.9644725322723389,,0.9453974962234497,0.9533818210475147
tsn,0.8880375623703003,0.9631317853927612,,0.9436063766479492,0.9518378735519946
xho,0.8685895800590515,0.962395966053009,,0.939257800579071,0.9488994465209544
mos,0.864001452922821,0.9554213285446167,,0.9447869062423706,0.9480860861949623
swa,0.8841480016708374,0.9513438940048218,,0.9427645206451416,0.9455798431299627
wol,0.8892077803611755,0.9573171138763428,,0.9257200360298157,0.9402925407048315
ewe,0.8751907348632812,0.95355623960495,,0.9292787313461304,0.9398652960080653
fon,0.8686773777008057,0.9374841451644897,,0.9385035634040833,0.9363692493643612
pcm,0.8810481429100037,0.9348651766777039,,0.9378440380096436,0.9350583620835096
yor,0.8503907322883606,0.9434665441513062,,0.9094937443733215,0.9246967986691743
bam,0.8800033330917358,0.8869317173957825,,0.9502516984939575,0.9176872929092497
bbj,0.8749820590019226,0.9388468265533447,,0.8984838724136353,0.9176415223628283
