,DATE,ORG,LOC,PER
bam,,0.9999964833259583,0.9999937415122986,0.999989926815033
bbj,,0.9999861121177673,0.9999812245368958,0.9999916553497314
ewe,,0.999997079372406,0.9999960660934448,0.9999756217002869
fon,,0.9999950528144836,0.999993622303009,0.999986469745636
hau,,0.9999972581863403,0.9999924898147583,0.999995231628418
ibo,,0.9999957084655762,0.9999969601631165,0.9999973177909851
kin,,0.999992847442627,0.9999945163726807,0.9999980330467224
lug,,0.999984085559845,0.9999812841415405,0.9999895095825195
luo,,0.9999784827232361,0.9999815225601196,0.9999933838844299
mos,,0.9999948740005493,0.9999953508377075,0.9999886155128479
nya,,0.9999924302101135,0.999993085861206,0.9999882578849792
pcm,,0.9999274611473083,0.9999611973762512,0.9999733567237854
sna,,0.9999870657920837,0.9999987483024597,0.9999954104423523
swa,,0.9999740719795227,0.9999914169311523,0.999988853931427
tsn,,0.9999681115150452,0.9999837875366211,0.9999963641166687
twi,,0.9999949336051941,0.9999953508377075,0.999997615814209
wol,,0.9999812245368958,0.9999979734420776,0.9999960660934448
xho,,0.9999926686286926,0.9999883770942688,0.9999889731407166
yor,,0.9999959468841553,0.9999844431877136,0.9999890923500061
zul,,0.9999960660934448,0.9999898076057434,0.999990701675415
