,DATE,ORG,LOC,PER
bam,,0.9967314004898071,0.9901947379112244,0.9987850785255432
bbj,,0.9978540539741516,0.9973212480545044,0.9990333318710327
ewe,,0.9966664910316467,0.9931101202964783,0.9968079924583435
fon,,0.9965088367462158,0.9674445986747742,0.98906010389328
hau,,0.9991824626922607,0.9931075572967529,0.9995934963226318
ibo,,0.9905150532722473,0.9977925419807434,0.9996883273124695
kin,,0.9983420372009277,0.9966472387313843,0.9998064637184143
lug,,0.9961257576942444,0.9885317087173462,0.9998533725738525
luo,,0.9987326264381409,0.9934076070785522,0.9987657070159912
mos,,0.9978695511817932,0.9981844425201416,0.9991400241851807
nya,,0.9965263605117798,0.9858673810958862,0.994400680065155
pcm,,0.9994975924491882,0.9994943141937256,0.9995825290679932
sna,,0.999650776386261,0.998751163482666,0.9994827508926392
swa,,0.9965421557426453,0.9960764646530151,0.998760461807251
tsn,,0.9989086985588074,0.990280032157898,0.9979687333106995
twi,,0.9989824295043945,0.9891811609268188,0.9990176558494568
wol,,0.99559485912323,0.9952554106712341,0.9987762570381165
xho,,0.9760546684265137,0.9893898367881775,0.9966106414794922
yor,,0.998755693435669,0.994257926940918,
zul,,0.9836409091949463,0.9617416262626648,0.9900388121604919
