,LOC,ORG,PER,DATE
bam,0.9844648838043213,0.9618893265724182,,
bbj,0.9515230655670166,0.9814067482948303,,
ewe,,0.9807329773902893,0.9856885671615601,
fon,0.975562334060669,0.9826262593269348,0.9836047291755676,
hau,0.9738919138908386,0.9746129512786865,0.9844818115234375,
ibo,0.960543155670166,0.9847259521484375,,
kin,0.9794772267341614,0.9724550247192383,0.986395537853241,
lug,,0.9759728908538818,0.9760188460350037,
luo,,0.9592403173446655,0.9806294441223145,
mos,,0.9818795919418335,0.9779536724090576,
nya,0.9754429459571838,0.9807771444320679,0.9907795786857605,
pcm,0.9811769127845764,0.959841251373291,0.9899904727935791,
sna,0.9727567434310913,0.9682156443595886,0.9878044724464417,
swa,0.9838716983795166,0.9560609459877014,0.9847807288169861,
tsn,0.97403883934021,0.9812132120132446,,
twi,0.9852457642555237,0.9882349371910095,0.9909548163414001,
wol,0.9706529378890991,0.9669548273086548,0.9883129000663757,
xho,0.9642983675003052,,0.97684645652771,
yor,0.9405803084373474,0.9733616709709167,,
zul,0.9726912975311279,,0.9861827492713928,
