,DATE,LOC,ORG,PER
bam,,0.9448401927947998,0.9138113260269165,0.9789626002311707
bbj,,0.859387993812561,0.955858051776886,0.9765065312385559
ewe,,0.9550209045410156,0.9622915983200073,0.9634310603141785
fon,,0.9112521409988403,0.9688602685928345,0.9609485864639282
hau,,0.8913131952285767,0.9636713266372681,0.9777922630310059
ibo,,0.9065405130386353,0.9690796136856079,0.9811553955078125
kin,,0.9367798566818237,0.9684675931930542,0.9714925289154053
lug,,0.9591407775878906,0.9624107480049133,0.952580988407135
luo,,0.9535033106803894,0.9397050142288208,0.9714492559432983
mos,,0.9027705788612366,0.96257084608078,0.9647193551063538
nya,,0.9138753414154053,0.9639639854431152,0.9876419901847839
pcm,,0.9565876126289368,0.9199567437171936,0.9822386503219604
sna,,0.8974700570106506,0.9444664120674133,0.9696268439292908
swa,,0.9630316495895386,0.9422709345817566,0.9752500653266907
tsn,,0.9036059975624084,0.9602609276771545,0.9677690267562866
twi,,0.9610282778739929,0.976961612701416,0.9840046763420105
wol,,0.9003695845603943,0.9637224674224854,0.977255642414093
xho,,0.8802803158760071,0.9554743766784668,0.9233587384223938
yor,,0.7808144688606262,0.9567849040031433,
zul,,0.8920907974243164,0.9637613296508789,0.9466310143470764
