,DATE,ORG,LOC,PER,Mean
kin,0.9609900712966919,0.9741474986076355,0.9640985727310181,0.9669530391693115,0.9665472954511642
twi,0.9461527466773987,0.9748806953430176,0.9560333490371704,0.9622352123260498,0.9598255008459091
luo,0.9604872465133667,0.9605050683021545,0.9562719464302063,0.9460985064506531,0.9558406919240952
lug,0.9394789338111877,0.9635178446769714,0.9528235197067261,0.9631697535514832,0.9547475129365921
ibo,0.9715418219566345,0.9611597061157227,0.9231911301612854,0.9542937278747559,0.9525465965270996
nya,0.9485980272293091,0.9671009182929993,0.9132659435272217,0.9719853401184082,0.9502375572919846
hau,0.951623260974884,0.9662811160087585,0.9091655015945435,0.9619410634040833,0.9472527354955673
sna,0.9637271165847778,0.9657549262046814,0.895351231098175,0.9640498757362366,0.9472207874059677
tsn,0.9536762833595276,0.9532747864723206,0.9186915755271912,0.9557608962059021,0.9453508853912354
zul,0.9570990204811096,0.9625818729400635,0.9204640984535217,0.9410799741744995,0.9453062415122986
wol,0.9523571729660034,0.9551233053207397,0.9134194254875183,0.9578555822372437,0.9446888715028763
xho,0.9759571552276611,0.9483679533004761,0.891635000705719,0.9348989725112915,0.9377147704362869
mos,0.904808759689331,0.9493850469589233,0.9246078133583069,0.9490417838096619,0.9319608509540558
swa,0.8911840915679932,0.9302201271057129,0.9421528577804565,0.9311618804931641,0.9236797392368317
bam,0.949894368648529,0.8514769077301025,0.9336774349212646,0.9543738961219788,0.9223556518554688
fon,0.9052555561065674,0.9352603554725647,0.9035137295722961,0.9355722665786743,0.9199004769325256
pcm,0.8520751595497131,0.9345706105232239,0.9361639022827148,0.9555795192718506,0.9195972979068756
ewe,0.8722018599510193,0.9491056203842163,0.9171556830406189,0.9339675307273865,0.9181076735258102
yor,0.9072394967079163,0.9415368437767029,0.8569514155387878,0.907871663570404,0.9033998548984528
bbj,0.8931519985198975,0.9296258091926575,0.8389952778816223,0.9474062323570251,0.9022948294878006
