,PER,LOC,DATE,ORG,Mean
kin,0.9978170990943909,0.9977316856384277,,0.9980288743972778,0.9978592197100321
twi,0.9942736029624939,0.9988999366760254,,0.9997259974479675,0.997633179028829
bam,0.9937507510185242,0.9991699457168579,,0.9912455677986145,0.9947220881779989
fon,0.9866335391998291,0.9992491006851196,,0.9972811341285706,0.9943879246711731
yor,,0.9891461730003357,,0.9992291927337646,0.9941876828670502
sna,0.9979590773582458,0.9872466921806335,,0.996528148651123,0.9939113060633341
hau,0.9907494187355042,0.9965411424636841,,0.9942770004272461,0.9938558538754781
lug,0.9987500905990601,0.9860533475875854,,0.9962572455406189,0.9936868945757548
ibo,0.9935451745986938,0.9870768785476685,,0.9996969699859619,0.9934396743774414
swa,0.9900498986244202,0.9972541928291321,,0.9914193153381348,0.9929078022638956
xho,0.9890211224555969,0.9932450652122498,,0.9946168661117554,0.9922943512598673
mos,0.984337568283081,0.9973558783531189,,0.9928412437438965,0.9915115634600321
nya,0.9973263740539551,0.9895015358924866,,0.9873864650726318,0.9914047916730245
luo,0.999564528465271,0.9888670444488525,,0.9849773049354553,0.9911362926165262
pcm,0.9991350769996643,0.9945299029350281,,0.9797273278236389,0.9911307692527771
tsn,0.9941152334213257,0.9962930679321289,,0.981029212474823,0.9904791712760925
wol,0.998148500919342,0.9975428581237793,,0.9720571041107178,0.9892494877179464
ewe,0.9799584746360779,0.9968113899230957,,0.9907519817352295,0.989173948764801
bbj,0.9859237670898438,0.981178343296051,,0.9994020462036133,0.9888347188631693
zul,0.9848276972770691,0.9804659485816956,,0.9996958374977112,0.9883298277854919
