,ORG,DATE,LOC,PER,Mean
lug,0.9664577841758728,,,0.981243371963501,0.9738505780696869
pcm,,,0.9657409191131592,0.9720981121063232,0.9689195156097412
ewe,0.9645182490348816,,,0.9709228873252869,0.9677205681800842
kin,0.9635418057441711,,0.9671646356582642,0.9685447812080383,0.9664170742034912
twi,0.9693090915679932,,0.9541862607002258,0.9681280851364136,0.9638744791348776
nya,0.961469292640686,,0.9568396210670471,0.9724107384681702,0.9635732173919678
tsn,0.9664002656936646,,0.9578975439071655,,0.962148904800415
swa,0.947638213634491,,0.961037814617157,0.9745338559150696,0.9610699613889059
mos,0.9552291035652161,,,0.9658805131912231,0.9605548083782196
sna,0.9557628631591797,,0.9548816084861755,0.9640692472457886,0.958237906297048
luo,0.9495372176170349,,,0.965569257736206,0.9575532376766205
ibo,0.9626168608665466,,0.9475952386856079,,0.9551060497760773
wol,0.9583002924919128,,0.9421699643135071,0.9644505381584167,0.9549735983212789
fon,0.9549393653869629,,0.9402832984924316,0.9623597860336304,0.9525274833043417
zul,,,0.9423872828483582,0.9584831595420837,0.950435221195221
hau,0.9471691250801086,,0.938060462474823,0.9602723717689514,0.9485006531079611
xho,,,0.9513954520225525,0.945147693157196,0.9482715725898743
bam,0.923641562461853,,0.94692462682724,,0.9352830946445465
yor,0.9505771994590759,,0.902481734752655,,0.9265294671058655
bbj,0.9461455941200256,,0.9049142599105835,,0.9255299270153046
