,ORG,DATE,LOC,PER,Mean
kin,0.9843539595603943,0.9701225757598877,0.9461506605148315,0.9629000425338745,0.965881809592247
twi,0.982107937335968,0.9585831165313721,0.9439347386360168,0.9684734344482422,0.9632748067378998
nya,0.9820736646652222,0.9617889523506165,0.9383803606033325,0.970398485660553,0.963160365819931
lug,0.9412196278572083,0.9596176743507385,0.957694947719574,0.9933934807777405,0.9629814326763153
tsn,0.9676041007041931,0.9660080075263977,0.9372101426124573,0.971535325050354,0.9605893939733505
zul,0.9776188135147095,0.9659194946289062,0.9332570433616638,0.9632609486579895,0.9600140750408173
ibo,0.9755759239196777,0.9728237986564636,0.9233120679855347,0.96343594789505,0.9587869346141815
wol,0.9730119109153748,0.9699491858482361,0.923711359500885,0.9675819873809814,0.9585636109113693
luo,0.9734370112419128,0.9636014699935913,0.9412665963172913,0.9550878405570984,0.9583482295274734
xho,0.9692283272743225,0.9697957634925842,0.9190707802772522,0.968589723110199,0.9566711485385895
ewe,0.9814742207527161,0.9458184242248535,0.9362568259239197,0.9589340090751648,0.9556208699941635
sna,0.9648021459579468,0.9645538330078125,0.9179730415344238,0.9677023887634277,0.9537578523159027
mos,0.974628746509552,0.92044597864151,0.9203720092773438,0.9673997163772583,0.945711612701416
fon,0.9678950309753418,0.9420512914657593,0.9057996273040771,0.9648348093032837,0.9451451897621155
bbj,0.9665966629981995,0.942248523235321,0.8947798013687134,0.9640203714370728,0.9419113397598267
yor,0.9689446091651917,0.9560410380363464,0.8958274722099304,0.9468227624893188,0.9419089704751968
swa,0.9268072843551636,0.9106598496437073,0.9528920650482178,0.9705060720443726,0.9402163177728653
bam,0.9464846849441528,0.9482011795043945,0.9200980067253113,0.9428589344024658,0.9394107013940811
hau,0.953013002872467,0.9458048939704895,0.8756917715072632,0.960576057434082,0.9337714314460754
pcm,0.9374465942382812,0.8765629529953003,0.937798261642456,0.9626023769378662,0.928602546453476
