,LOC,PER,ORG,DATE,Mean
twi,0.9678367376327515,0.9857125282287598,0.9864012002944946,,0.9799834887186686
nya,0.9652694463729858,0.9875573515892029,0.9778041243553162,,0.976876974105835
mos,0.9656800031661987,0.9842119216918945,0.978816032409668,,0.9762359857559204
wol,0.9550468325614929,0.9865582585334778,0.9802098870277405,,0.9739383260409037
ewe,0.962945282459259,0.9787442684173584,0.9799078702926636,,0.973865807056427
tsn,0.9598060250282288,0.9817861318588257,0.9799920916557312,,0.9738614161809286
fon,0.9563965201377869,0.9817841649055481,0.9821127653121948,,0.9734311501185099
sna,0.9614338874816895,0.9774284958839417,0.9808714985847473,,0.9732446273167928
zul,0.9572605490684509,0.9775071144104004,0.9839959144592285,,0.9729211926460266
kin,0.9546507000923157,0.9799559712409973,0.9832687973976135,,0.9726251562436422
bam,0.9700705409049988,0.9825617074966431,0.960451066493988,,0.9710277716318766
lug,0.9639721512794495,0.980974018573761,0.9680137038230896,,0.9709866245587667
ibo,0.9450345039367676,0.9848587512969971,0.9804057478904724,,0.970099667708079
luo,0.9693129658699036,0.9788605570793152,0.9619513154029846,,0.9700416127840678
hau,0.9441043734550476,0.9799363613128662,0.9785131812095642,,0.9675179719924927
pcm,0.9619535207748413,0.9826743006706238,0.9556965827941895,,0.9667748014132181
xho,0.9568842053413391,0.9666582942008972,0.9757649898529053,,0.9664358297983805
bbj,0.9392149448394775,0.9801290035247803,0.9747893214225769,,0.9647110899289449
swa,0.9529482126235962,0.9819493889808655,0.9580957889556885,,0.9643311301867167
yor,0.9226290583610535,0.9793974757194519,0.977580726146698,,0.9598690867424011
