,PER,ORG,DATE,LOC,Mean
twi,0.9999961256980896,0.9999924898147583,0.9999892711639404,0.999993622303009,0.9999928772449493
kin,0.9999896287918091,0.9999954700469971,0.9999839663505554,0.9999966621398926,0.9999914318323135
luo,0.9999947547912598,0.9999874830245972,0.9999916553497314,0.9999896287918091,0.9999908804893494
zul,0.999993085861206,0.9999916553497314,0.999986469745636,0.9999868273735046,0.9999895095825195
ibo,0.9999951124191284,0.9999945759773254,0.9999901652336121,0.9999743103981018,0.9999885410070419
ewe,0.9999908208847046,0.9999938607215881,0.9999780654907227,0.9999904632568359,0.9999883025884628
tsn,0.9999918341636658,0.9999805092811584,0.9999876022338867,0.9999904632568359,0.9999876022338867
bam,0.9999940395355225,0.9999871253967285,0.9999861717224121,0.9999752640724182,0.9999856501817703
sna,0.9999950528144836,0.9999869465827942,0.99997878074646,0.9999803900718689,0.9999852925539017
bbj,0.9999955296516418,0.9999955296516418,0.999982476234436,0.9999669194221497,0.9999851137399673
xho,0.9999927282333374,0.9999856948852539,0.9999901056289673,0.9999693036079407,0.9999844580888748
yor,0.9999876022338867,0.9999938011169434,0.9999850988388062,0.9999626278877258,0.9999822825193405
wol,0.9999945163726807,0.9999887943267822,0.9999764561653137,0.9999690055847168,0.9999821931123734
swa,0.9999901056289673,0.9999842047691345,0.9999562501907349,0.9999955296516418,0.9999815225601196
mos,0.9999885559082031,0.9999926686286926,0.999961793422699,0.9999817609786987,0.9999811947345734
lug,0.9999962449073792,0.9999768137931824,0.9999554753303528,0.9999959468841553,0.9999811202287674
nya,0.9999894499778748,0.9999903440475464,0.9999657273292542,0.9999783635139465,0.9999809712171555
fon,0.9999829530715942,0.9999903440475464,0.9999833703041077,0.9999620318412781,0.9999796748161316
pcm,0.9999958276748657,0.9999876022338867,0.9999305009841919,0.9999781250953674,0.9999730139970779
hau,0.9999852776527405,0.9999892115592957,0.9999540448188782,0.9999585747718811,0.9999717772006989
