,LOC,DATE,ORG,PER,Mean
twi,0.9996553063392639,,0.999689519405365,0.9998341798782349,0.9997263352076212
lug,,,0.9995837807655334,0.9996640086174011,0.9996238946914673
bam,0.998286783695221,,0.9998071789741516,,0.9990469813346863
hau,0.9988627433776855,,0.998629629611969,0.9994124174118042,0.998968263467153
ewe,,,0.9999000430107117,0.9978414177894592,0.9988707304000854
mos,,,0.9998368620872498,0.9978893995285034,0.9988631308078766
luo,,,0.9987740516662598,0.9989039301872253,0.9988389909267426
swa,0.9989886283874512,,0.9980044364929199,0.9993778467178345,0.9987903038660685
kin,0.9982889294624329,,0.998908281326294,0.9986091256141663,0.9986021121342977
pcm,0.9991980791091919,,,0.9976955056190491,0.9984467923641205
bbj,0.9968234300613403,,0.9998533725738525,,0.9983384013175964
nya,0.9968222379684448,,0.999810516834259,,0.9983163774013519
fon,0.9969721436500549,,0.9998334050178528,0.9979087114334106,0.9982380867004395
ibo,0.9962205290794373,,0.9998208284378052,,0.9980206787586212
sna,0.9962195754051208,,,0.9998139142990112,0.998016744852066
yor,0.9961074590682983,,0.9998611807823181,,0.9979843199253082
xho,0.9962018728256226,,,0.9979822039604187,0.9970920383930206
tsn,0.996349573135376,,0.9973869323730469,,0.9968682527542114
wol,0.9987944960594177,,0.9909906983375549,0.999219536781311,0.9963349103927612
zul,0.9962529540061951,,,,0.9962529540061951
